South Asia,SAS,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,25663412,26689784,26165008,24754210,25503890,25140164,25326320,24965660,27441264,27908526,27619452,27555968,28157584,27708588,27120632,27698452,26917568,28604380,27330164,25796792,26356968,26548968,26316610,25075106,23990368,23936300,23741640,23814700,24741250,23924004,22010168,21479282,20409804,14178624,12183112,10616184,9154964,7420856,6812397,6736204,6446478,6528379,6140726,5893541,5854643,,
Saudi Arabia,SAU,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,482631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257331,156719,144865,100318,86348,84618,26416,
Sudan,SDN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334639,1298832,,,,
Senegal,SEN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,311950,315708,324243,332268,339546,345873,355968,365100,343114,,361022,,385223,,403314,,,,408025,387095,374724,394682,370262,,,326141,343313,336849,315780,293736,287288,288471,285710,287903,261059,281479,278394,281002,
Singapore,SGP,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9327,7488,7750,,,,,,12368,13095,12960,
Sierra Leone,SLE,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,180092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6479,,,3642,
El Salvador,SLV,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,110538,,,,,,,,,,,,,95730,,,,,,,,,,,,,,,44348,,31540,26255,16622,15184,,12265,12826,14916,14029,13844,14173,15196,15405,14012,18824,24769,
San Marino,SMR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,55,,,,
Somalia,SOM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,263584,295176,338918,375973,411031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,2458,2933,6110,8099,3793,5081,4595,1552,934,
Sub-Saharan Africa (excluding high income),SSA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,17628112,17754788,17447468,17142408,16635921,16322893,16040087,15961985,16321056,17045570,18002612,19126564,20244096,21108054,21527844,22309244,22355698,22963160,23325614,23769336,24091928,25362960,24571572,24606944,24507804,23909296,23333368,22969036,22068952,21398352,20489798,19706884,19093634,18696616,18807468,19238388,18880224,18580094,18483300,18537044,,
South Sudan,SSD,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564289,,,,718719,
Sub-Saharan Africa,SSF,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,17628576,17755380,17448078,17143018,16636618,16323735,16040846,15962679,16321751,17046308,18003258,19127140,20244804,21108880,21528672,22310006,22356364,22963820,23326224,23769724,24092250,25363282,24571764,24606964,24507916,23909532,23333958,22969328,22069188,21398548,20490016,19707104,19093852,18696808,18807628,19238428,18880256,18580164,18483448,18537240,,
Small states,SST,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,330922,340861,336923,334396,315227,306508,298415,284714,295683,303668,308845,301169,291998,292799,292225,289020,298588,300565,310345,318184,350105,366516,383956,392891,385865,397211,401043,399508,400094,412235,369599,346862,338574,334464,333772,334337,325399,321622,314740,307913,288117,277779,271919,283752,280221,,
Sao Tome and Principe,STP,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,245,266,,,,608,,,,,,,,,,,2114,,,,,,,,885,807,473,564,,,762,725,841,
Suriname,SUR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,2273,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,3202,2545,3840,2277,1388,2027,2356,2153,2174,1906,1402,
Slovak Republic,SVK,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3673,2711,2420,1052,1627,1426,1674,1266,905,78,790,1016,1320,1250,1303,1415,1338,947,1038,896,,
Sweden,SWE,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,12076,,,,,5681,4515,3457,1193,362,,,,,,,,,3091,,2488,4129,11554,15833,15920,11752,5325,2741,2638,2155,1486,719,525,1043,
Swaziland,SWZ,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,19546,20164,19893,19185,19069,18298,18397,18435,18715,18638,,16469,17078,17671,18192,17466,19218,19433,20941,21810,20937,22083,22633,25099,25215,25316,28704,,,,,,,,,,,,,24831,19312,20366,20072,22729,21604,,
Sint Maarten (Dutch part),SXM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,697,,,,,,,,,,,,,,611,386,321,322,,,,235,589,292,234,197,218,,,,,,,,146,196,151,
Syrian Arab Republic,SYR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,255525,,211112,,,,,206483,207429,193153,191300,184573,181206,164220,148636,130707,94619,97140,93452,100509,,,,,,,95233,,,,,,,,,16425,17477,16974,19289,,,,282256,,,
Turks and Caicos Islands,TCA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,270577,,281063,,,,,,,,,,,363031,,,,,,,,,435642,422317,420818,420327,423394,418995,422874,,,,,,,,482025,,356722,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,10951323,7059701,5344256,5091440,5369198,5163927,5198187,5794302,6644422,7776443,8558615,,7489418,5679435,5264819,4599733,2419948,2624954,2754358,4613267,4880400,3791020,3655784,3298503,2953616,2558095,2787189,2934309,2966682,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093703,1150155,1255000,1241841,1293249,1184884,1083625,900367,664836,510050,554423,509757,694988,654896,610106,586995,600355,543139,521516,547346,524735,568042,,
Togo,TGO,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,116592,117094,,,,,,98206,96534,97433,,108770,114086,137236,146674,161704,147957,150316,153995,152584,147481,,,172024,146730,126413,136002,,,,89290,,83686,71382,71970,,73547,66111,,,,,,57537,,
Thailand,THA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,1016832,1017975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197232,184700,165834,116198,,,,,196427,302683,
Tajikistan,TJK,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31819,33909,21875,17973,15429,14544,16350,17651,13448,12664,11099,11301,9006,9465,9736,5605,1304
Turkmenistan,TKM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,3452111,3473273,3455388,3388656,3323328,3352611,3270581,3095653,3018040,2710137,2687184,2476291,2512563,2544732,2590180,2519796,2553410,2527925,2592026,2780512,2637840,2551760,2350077,2286818,2424877,2436731,2360960,2280028,1785789,1427228,1235992,1221232,1243895,1530330,1404920,1252205,1408085,1547127,1315256,1211203,1210764,1219181,1297462,1633284,1669776,,
Timor-Leste,TLS,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21877,12505,3601,1581,2656,1548,484,771,
Middle East & North Africa (IDA & IBRD countries),TMN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,5412104,5578981,5205153,5150186,5159800,4842404,4605634,4461327,4355487,4584696,4218879,4362450,4196335,4163569,4069752,4101875,4056203,4003426,3952651,4064521,3660716,3576944,4268281,4276597,3913581,4301478,3811959,3871891,3823333,3709440,3452531,2899754,2413093,2109283,1836210,1779578,1689632,1444715,1366656,1280279,1120214,1092552,1067920,1255763,1380028,,
Tonga,TON,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,961,1006,487,,900,215,,,,,,,,478,,130,243,,,,506,,,484,,,,,433,794,,,,,,,,,,,,,,190,,,
South Asia (IDA & IBRD),TSA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,25663412,26689784,26165008,24754210,25503890,25140164,25326320,24965660,27441264,27908526,27619452,27555968,28157584,27708588,27120632,27698452,26917568,28604380,27330164,25796792,26356968,26548968,26316610,25075106,23990368,23936300,23741640,23814700,24741250,23924004,22010168,21479282,20409804,14178624,12183112,10616184,9154964,7420856,6812397,6736204,6446478,6528379,6140726,5893541,5854643,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,17628576,17755380,17448078,17143018,16636618,16323735,16040846,15962679,16321751,17046308,18003258,19127140,20244804,21108880,21528672,22310006,22356364,22963820,23326224,23769724,24092250,25363282,24571764,24606964,24507916,23909532,23333958,22969328,22069188,21398548,20490016,19707104,19093852,18696808,18807628,19238428,18880256,18580164,18483448,18537240,,
Trinidad and Tobago,TTO,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,6397,7256,7843,7855,6665,3219,3116,4266,7947,10760,6182,5764,4968,6237,5954,7531,6190,5489,7218,7924,10348,11003,11746,,,10620,10084,,1390,1046,1437,3273,2878,2209,4089,,2347,1383,1996,977,,,,,,
Tunisia,TUN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,159736,,,,181417,,,168091,159076,150071,139387,123295,106222,,,,,,,66869,59029,54552,46800,44807,40110,44749,48518,,43938,35210,20675,,,,6931,6739,12729,11539,8260,,,,,,,
Turkey,TUR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,587586,,,,,,,,,,,,,,,,,,,,401388,413133,,926837,,311778,,,,,,,119777,,102641,168761,140732,167772,217557,189760,161178,160984,
Tuvalu,TUV,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
Tanzania,TZA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,585024,681112,715765,,881832,936308,1005925,1078998,1117018,1167515,1225513,1267426,1324900,1392995,1435894,1472219,1496436,1546681,1569249,1494911,1407554,969946,721326,583796,439653,228991,,174733,,446610,,679855,841324,952499,,
Uganda,UGA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,808693,,811032,797697,,,,700893,,,,,,,,,,,,,,,,,,,,,,,173220,288896,197645,,180660,,,
Ukraine,UKR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30625,105616,105724,95437,98243,96705,88523,73221,38242,5449,,,18974,,
Upper middle income,UMC,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,14315645,10697861,8925017,8322557,7517822,6928600,6903141,7511719,8638002,9791753,10794058,,7938734,6932942,6385822,5628674,3016249,2932194,2723669,4260847,4719632,4354498,3945063,3785664,3921552,3988938,4062723,4376425,4186063,,
Uruguay,URY,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,22280,,,,,,,11464,8615,7485,10075,10907,11588,11653,,,,,,,,4003,,2823,1435,1295,,,,872,8023,,
United States,USA,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,553310,388666,,,139641,185061,,432279,438849,314975,362908,,,259096,268623,234904,386200,460956,581278,474297,320259,249321,239583,340525,575966,636727,706575,743524,672446,634666,
Uzbekistan,UZB,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38584,57326,67202,62503,60108,48922,41076,43425,44661,42168
St. Vincent and the Grenadines,VCT,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,629,,282,,,,,,,,,,,,,,,,,,,226,,,,,,217,,307,578,78,
"Venezuela, RB",VEN,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234672,193177,149831,103276,125005,121227,138186,127590,111800,141427,111478,98313,98830,121854,132355,116395,130400,
British Virgin Islands,VGB,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,1529,,,,,,,,3017,,,,,,,,,,425,,,,,411,,,,,,,,,,,2203,
World,WLD,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,77881544,80720408,79874944,74482768,73687816,71036240,70705704,73709816,80308408,80995488,78424432,76345008,75406000,74831096,73656640,70491408,66668344,65231824,62882324,61808444,62783492,62601380,63676788,63606496,63623208,65337736,66724520,,63548208,61273548,57769760,55298496,51203544,44089080,41217764,40371072,38249352,34518172,32922568,32393016,31787794,31120372,30822104,31559260,31721944,,
Samoa,WSM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,71,929,967,470,,,,,,,,,391,523,354,,272,299,
Kosovo,XKX,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928880,,,,737671,684146,623264,,,561850,,492662,,435504,423470,,,
South Africa,ZAF,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,673572,,,,,,,,,,,,,,,,,,,,,293856,,,183683,150054,,,118970,90769,183279,174477,170495,169266,175537,208346,,,,,,,,,,,
Zambia,ZMB,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,111157,,,,120731,126000,135426,140893,144347,147339,152570,148622,148062,,148166,,170399,,,,,,258429,283897,,,344141,367232,369246,373698,349358,,209945,108346,121390,103029,,125226,164998,117723,95905,147141,,,
Zimbabwe,ZWE,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218525,195158,187415,156802,194836,203111,,,,,,,,,130366,172963,,,
