neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Puente de Vallecas,Palomeras Sureste,40.390942120146,-3.63996382833723,Private room,22,2,0,0.0,2,159
Salamanca,Guindalera,40.4340425096236,-3.6711854679259996,Private room,19,1,27,0.48,33,307
Chamberí,Arapiles,40.4331860407015,-3.7106596556645,Entire home/apt,39,4,18,2.04,12,121
Arganzuela,Acacias,40.4029131589779,-3.7037698316736094,Private room,22,4,13,0.74,3,280
Centro,Sol,40.414680377954504,-3.70682095956828,Entire home/apt,49,3,166,4.74,2,274
Salamanca,Goya,40.4255445907873,-3.67231987376393,Private room,45,1,0,0.0,1,363
Centro,Cortes,40.415412666865,-3.6985677546101803,Private room,500,1,0,0.0,1,365
Arganzuela,Palos de Moguer,40.406118435212896,-3.69507536329601,Private room,39,1,115,6.31,8,312
Salamanca,Castellana,40.43109154010121,-3.6832288270762796,Entire home/apt,350,4,14,1.04,2,270
Centro,Cortes,40.4119888920696,-3.69560840812307,Entire home/apt,89,1,0,0.0,29,257
Centro,Embajadores,40.4096761658457,-3.69509745665031,Entire home/apt,55,2,3,3.0,1,163
Centro,Embajadores,40.4089921105063,-3.69868192038701,Entire home/apt,35,3,28,3.65,1,101
Chamartín,Prosperidad,40.4436865021513,-3.6694311975294798,Entire home/apt,50,2,40,2.61,1,336
Arganzuela,Acacias,40.4012484024819,-3.70212457819637,Entire home/apt,65,3,45,1.89,2,122
Usera,San Fermín,40.3727405632161,-3.6906097291257405,Private room,23,2,9,0.51,3,244
Chamberí,Trafalgar,40.42966880106,-3.70133624941221,Entire home/apt,86,3,96,2.21,9,271
Salamanca,Recoletos,40.4278713598299,-3.68796769159077,Private room,109,1,0,0.0,3,12
Salamanca,Goya,40.4243831631721,-3.6711248045966,Private room,55,1,10,0.55,2,148
Chamberí,Gaztambide,40.4349693791516,-3.71592234024825,Entire home/apt,63,3,3,0.15,1,192
Centro,Justicia,40.421665006193706,-3.70000707382831,Entire home/apt,50,3,7,1.0,1,169
San Blas - Canillejas,Canillejas,40.4445627573101,-3.61129007611807,Private room,30,1,2,0.47,1,311
Centro,Embajadores,40.408532974774204,-3.6946024161192796,Entire home/apt,110,2,5,3.75,1,125
Arganzuela,Acacias,40.4020090861805,-3.7046592642067004,Private room,18,1,3,0.47,3,281
Chamartín,Ciudad Jardín,40.4496589299073,-3.6754321450635397,Private room,50,1,1,1.0,1,49
Centro,Universidad,40.4216913941738,-3.7027288544924106,Private room,150,2,0,0.0,2,83
Centro,Embajadores,40.413646881943706,-3.7050535869496297,Entire home/apt,63,3,115,2.32,8,274
Chamberí,Almagro,40.431423795068795,-3.6939670779657,Entire home/apt,60,1,7,0.91,1,250
Moncloa - Aravaca,Casa de Campo,40.4235951336765,-3.7150132328364998,Private room,50,2,0,0.0,1,266
Centro,Sol,40.41674950979979,-3.7059194068784795,Entire home/apt,90,3,114,4.37,1,298
Centro,Embajadores,40.406998947491495,-3.69907970809091,Private room,42,7,0,0.0,20,32
Chamartín,Nueva España,40.459372160487206,-3.68173800793606,Entire home/apt,64,60,0,0.0,4,299
Centro,Sol,40.4153458069542,-3.70650068363074,Entire home/apt,99,2,0,0.0,21,337
Centro,Universidad,40.4252780607696,-3.71058872600933,Entire home/apt,58,2,13,2.65,1,148
Moncloa - Aravaca,Casa de Campo,40.423069603249395,-3.7159195393804003,Private room,40,5,0,0.0,2,134
Chamartín,Prosperidad,40.4428991333794,-3.6690128767173302,Entire home/apt,65,2,0,0.0,1,0
Centro,Justicia,40.425633757081,-3.69963390081626,Shared room,18,1,2,0.19,3,361
Centro,Cortes,40.4151904682061,-3.7002641740618905,Entire home/apt,90,2,36,4.44,23,265
Arganzuela,Imperial,40.4102849223203,-3.7190252017613,Private room,24,1,6,0.26,1,144
Centro,Universidad,40.420688788355896,-3.7061277955775,Entire home/apt,120,1,17,1.26,2,330
Centro,Palacio,40.4108656641526,-3.70997620265663,Entire home/apt,46,2,0,0.0,2,297
Chamartín,El Viso,40.442108309451896,-3.6804538707479195,Private room,27,2,3,3.0,1,130
Centro,Embajadores,40.408982046718705,-3.7092047346779298,Entire home/apt,70,3,152,2.38,7,103
Centro,Universidad,40.4225371412356,-3.70266463292619,Entire home/apt,50,1,16,2.24,8,64
Centro,Universidad,40.426506982187,-3.7113586091282302,Entire home/apt,85,3,0,0.0,4,355
Salamanca,Castellana,40.435532958261,-3.6836664646844,Entire home/apt,143,1,22,1.85,48,146
Arganzuela,Palos de Moguer,40.4019287058479,-3.69587872637242,Private room,21,1,6,0.3,1,66
Latina,Campamento,40.3943278452728,-3.7712055560995603,Private room,15,1,25,1.18,1,362
Chamberí,Trafalgar,40.4312397656278,-3.70486172274002,Private room,35,1,4,0.61,3,328
Centro,Justicia,40.4271848019508,-3.69762869259182,Shared room,65,2,2,0.55,4,325
Centro,Embajadores,40.4080559335774,-3.70771095690928,Private room,31,1,2,0.28,1,219
Arganzuela,Palos de Moguer,40.4037625037611,-3.6933639502774,Entire home/apt,90,5,0,0.0,4,163
Centro,Universidad,40.4211869277647,-3.70380797005638,Private room,27,2,2,2.0,1,334
Centro,Sol,40.4163837114508,-3.70471624632048,Entire home/apt,180,2,0,0.0,1,0
Latina,Aluche,40.3917712378004,-3.75557253254757,Private room,22,1,4,0.75,2,356
Centro,Universidad,40.423495196044705,-3.70294845598711,Entire home/apt,58,3,14,1.2,1,346
Centro,Universidad,40.4245619947418,-3.7047565869913797,Entire home/apt,150,2,53,3.34,1,328
Centro,Justicia,40.4246392544751,-3.6944263814923706,Private room,45,3,26,3.38,1,59
Villa de Vallecas,Casco Histórico de Vallecas,40.3756641690258,-3.62445464507579,Private room,14,1,31,2.61,2,286
Centro,Universidad,40.4285513389384,-3.7036042702885403,Private room,40,1,3,0.26,1,0
Carabanchel,Comillas,40.3932327144864,-3.70794516339997,Private room,19,3,1,0.1,7,359
Usera,Moscardó,40.390084794542,-3.70183245902993,Entire home/apt,60,2,22,1.18,1,178
Salamanca,Fuente del Berro,40.427912915422894,-3.66586358296261,Private room,33,1,0,0.0,1,365
Centro,Palacio,40.414798379820006,-3.7102788855093904,Private room,40,2,112,10.21,1,47
Chamberí,Rios Rosas,40.445344319342205,-3.6991539319716398,Private room,13,3,0,0.0,1,0
Centro,Sol,40.41674237725729,-3.70743274576393,Entire home/apt,54,2,308,5.63,2,289
Centro,Embajadores,40.4084705574734,-3.7088732860316895,Entire home/apt,63,3,2,1.25,3,51
Latina,Campamento,40.398218225635,-3.7669005658936805,Private room,57,1,0,0.0,1,365
Centro,Sol,40.417767771132105,-3.70148826037282,Entire home/apt,155,3,1,0.09,13,322
Chamberí,Arapiles,40.4307384606761,-3.71163067286799,Entire home/apt,75,30,19,0.43,1,114
Barajas,Aeropuerto,40.4558140766617,-3.58303360686973,Private room,38,1,3,1.41,2,85
Arganzuela,Chopera,40.3953915037154,-3.69803204946662,Private room,25,1,0,0.0,3,0
Centro,Embajadores,40.4125161710488,-3.7021550407746,Entire home/apt,75,2,18,2.56,6,141
Centro,Universidad,40.424273913287,-3.7061245796639,Private room,25,4,2,1.43,5,174
Centro,Palacio,40.4124838339959,-3.71134390665539,Entire home/apt,125,2,61,2.15,2,332
Centro,Justicia,40.421635122200605,-3.7000011009766,Entire home/apt,73,2,73,1.57,1,249
Centro,Sol,40.414797787134205,-3.70612809570072,Entire home/apt,145,1,4,0.14,3,263
Centro,Embajadores,40.4073725601246,-3.70242861205028,Entire home/apt,65,1,44,5.12,1,294
Carabanchel,San Isidro,40.3957964059449,-3.7367343600855603,Entire home/apt,55,1,1,0.29,1,66
Centro,Cortes,40.410430218098604,-3.6935149978654302,Entire home/apt,75,2,7,2.02,4,65
Centro,Cortes,40.412623881859005,-3.69882402050435,Entire home/apt,56,2,293,4.82,1,326
Centro,Cortes,40.414082121201204,-3.69864780181506,Private room,32,2,9,5.51,4,123
Centro,Justicia,40.4235765010577,-3.6972467555046,Private room,36,2,96,2.23,2,72
Moncloa - Aravaca,Argüelles,40.4284621285176,-3.7205215514513,Private room,22,3,4,0.21,3,335
Centro,Embajadores,40.41123417971821,-3.7055096316905702,Entire home/apt,100,13,0,0.0,1,97
Centro,Cortes,40.413550867649796,-3.69585122158387,Entire home/apt,48,14,1,1.0,6,268
Centro,Justicia,40.4244989039205,-3.6986622554192903,Entire home/apt,80,2,12,1.17,4,24
Centro,Embajadores,40.4091229875515,-3.7013315019513797,Entire home/apt,29,2,32,0.89,1,163
Carabanchel,Abrantes,40.3833342514465,-3.72085421982933,Private room,14,2,38,1.61,1,81
Chamberí,Rios Rosas,40.442031031937105,-3.6992276844834797,Shared room,18,2,21,1.1,1,28
Tetuán,Berruguete,40.4604295669009,-3.7041396380900298,Entire home/apt,117,2,18,2.07,1,303
Centro,Palacio,40.4137756937528,-3.71252564294543,Entire home/apt,65,3,4,0.22,1,274
Centro,Universidad,40.422552143694,-3.70212850719746,Entire home/apt,80,2,74,2.67,1,272
Centro,Cortes,40.411700718694796,-3.6963583293934703,Entire home/apt,100,2,2,0.35,145,328
Centro,Cortes,40.4153405008409,-3.70088055605866,Entire home/apt,160,3,3,0.13,15,265
Moncloa - Aravaca,Argüelles,40.420668885101,-3.7170386218456297,Private room,24,1,18,3.65,1,69
Salamanca,Guindalera,40.437610566444604,-3.6761551099640095,Entire home/apt,140,4,4,0.19,1,286
Moncloa - Aravaca,Argüelles,40.4216156974905,-3.71825482629247,Entire home/apt,180,3,14,0.76,7,331
Centro,Universidad,40.4219663260886,-3.7059529453609596,Entire home/apt,55,2,8,1.18,1,250
Centro,Universidad,40.4219909453234,-3.7058701379858197,Entire home/apt,77,3,8,0.41,1,218
Salamanca,Castellana,40.429346489882796,-3.6852566032483702,Entire home/apt,70,1,9,0.67,1,79
Centro,Sol,40.417249168787706,-3.70386569294998,Entire home/apt,59,1,25,1.22,48,135
Centro,Universidad,40.4236387660663,-3.70270315309246,Private room,50,1,4,0.52,1,342
Retiro,Ibiza,40.416649072793604,-3.6766096425413104,Entire home/apt,130,2,14,1.13,1,101
Centro,Justicia,40.4239489671151,-3.6971584686557,Private room,30,1,1,0.71,3,46
Centro,Embajadores,40.4125886426575,-3.70355127610351,Private room,43,1,3,0.44,8,354
Hortaleza,Canillas,40.4573832551695,-3.6501991274094396,Private room,30,1,2,0.25,1,365
Centro,Justicia,40.421708033009,-3.6980886091749903,Entire home/apt,160,2,1,0.16,145,316
Centro,Universidad,40.4273745324198,-3.7085477438631402,Entire home/apt,60,3,25,4.12,1,49
Centro,Justicia,40.4267350372674,-3.70020618052184,Private room,26,7,0,0.0,38,264
Salamanca,Goya,40.4282401602042,-3.67609711618805,Private room,25,4,19,3.83,1,139
Retiro,Ibiza,40.4181277749928,-3.67742171946908,Entire home/apt,80,3,91,1.68,1,329
Carabanchel,Comillas,40.3968173868706,-3.71482976940293,Private room,21,1,1,1.0,1,155
Moratalaz,Fontarrón,40.4001099503898,-3.64238908676254,Private room,29,2,40,1.6,2,219
Tetuán,Castillejos,40.4641955194153,-3.6933435108202497,Entire home/apt,43,6,7,0.39,4,261
Salamanca,Guindalera,40.435286668996504,-3.67232809718248,Entire home/apt,62,4,0,0.0,29,86
Centro,Palacio,40.4125452687808,-3.70980421617665,Entire home/apt,60,2,32,3.02,1,344
Tetuán,Cuatro Caminos,40.4488079091621,-3.7030383729827303,Private room,29,2,0,0.0,2,353
Centro,Justicia,40.4268774914196,-3.7000150836969,Entire home/apt,195,3,5,0.1,14,313
Centro,Palacio,40.4129746907125,-3.70898366744277,Entire home/apt,140,2,43,3.08,2,323
Chamberí,Trafalgar,40.429591930448495,-3.70405253944871,Entire home/apt,78,2,7,0.33,9,0
Tetuán,Berruguete,40.4565951481226,-3.70319904173777,Entire home/apt,40,1,2,0.19,1,0
Salamanca,Goya,40.4233088830784,-3.66954932975025,Entire home/apt,100,5,28,0.66,3,275
Centro,Universidad,40.420896888745396,-3.7029173239741597,Entire home/apt,80,1,18,0.37,10,314
Moncloa - Aravaca,Casa de Campo,40.4218427913449,-3.7528826511206,Private room,406,1,0,0.0,1,365
Usera,Pradolongo,40.3790808405498,-3.70043433113972,Private room,20,2,1,1.0,1,78
Retiro,Pacífico,40.4030078628982,-3.67341885581209,Entire home/apt,41,1,19,9.05,2,327
Centro,Palacio,40.420715889337295,-3.70943750151789,Entire home/apt,60,2,2,0.07,4,119
Tetuán,Castillejos,40.458026604771106,-3.69889664031371,Private room,55,1,4,0.9,5,357
Moncloa - Aravaca,Argüelles,40.420734955719205,-3.71784777481149,Entire home/apt,55,5,0,0.0,3,294
Centro,Palacio,40.4118582821336,-3.71704409473642,Entire home/apt,90,3,0,0.0,1,10
Centro,Justicia,40.4226213501561,-3.69921595924109,Entire home/apt,65,3,3,0.76,1,4
Centro,Embajadores,40.4117404362405,-3.7038847798104797,Entire home/apt,85,4,1,0.12,3,21
Puente de Vallecas,Portazgo,40.390951690528205,-3.64570198771721,Entire home/apt,55,2,0,0.0,1,22
Centro,Cortes,40.4125306590021,-3.6953600436739396,Entire home/apt,89,1,0,0.0,29,348
Centro,Universidad,40.4232681307278,-3.70504730251056,Entire home/apt,60,3,11,0.26,2,168
Chamberí,Trafalgar,40.4295801112944,-3.70061159968381,Entire home/apt,90,1,0,0.0,15,211
Centro,Justicia,40.427109629856204,-3.70096989329732,Private room,50,2,1,0.04,2,274
Chamberí,Trafalgar,40.4293453267816,-3.70118266916865,Entire home/apt,49,1,30,1.76,48,150
Centro,Embajadores,40.4058437329899,-3.70056066323354,Private room,25,1,3,0.13,2,219
Arganzuela,Chopera,40.3990413680896,-3.69973730652989,Private room,21,2,0,0.0,1,121
Centro,Embajadores,40.4118853979922,-3.7072726835308396,Private room,31,2,67,3.73,2,75
Centro,Universidad,40.4216700576836,-3.70539349997568,Private room,28,6,0,0.0,3,98
Centro,Cortes,40.411998058835,-3.6941118528122003,Entire home/apt,65,2,141,6.3,2,305
Chamartín,Ciudad Jardín,40.4492089702774,-3.6742380689674996,Entire home/apt,99,1,4,0.22,2,13
Retiro,Jerónimos,40.4143702601371,-3.68904080653068,Entire home/apt,120,2,9,2.27,2,343
Chamartín,El Viso,40.4469949783411,-3.6890507086806203,Entire home/apt,110,5,9,0.85,1,313
Centro,Justicia,40.4210784923471,-3.69772988205993,Entire home/apt,88,4,26,0.72,51,289
Centro,Cortes,40.412249173031796,-3.69323699761755,Entire home/apt,68,3,8,6.0,2,226
Centro,Universidad,40.429668047677296,-3.71454969472118,Entire home/apt,60,1,0,0.0,8,96
Tetuán,Cuatro Caminos,40.4525935701274,-3.69398617159325,Entire home/apt,80,2,40,3.04,18,332
Centro,Universidad,40.4216543837097,-3.70284654192037,Private room,55,2,52,4.08,2,114
Centro,Justicia,40.420070035226395,-3.6993829958656903,Entire home/apt,75,3,40,2.83,18,295
Arganzuela,Delicias,40.4006007516116,-3.69474065765768,Entire home/apt,65,3,30,2.53,3,60
Chamberí,Almagro,40.431064572984795,-3.6902898195458103,Entire home/apt,700,1,0,0.0,1,364
Retiro,Ibiza,40.421411250251005,-3.67716014990976,Entire home/apt,120,3,3,0.54,1,29
Centro,Embajadores,40.4107980719641,-3.70427951906496,Entire home/apt,35,1,145,5.67,5,147
Centro,Cortes,40.4156438479249,-3.7008290952336496,Private room,55,1,9,0.49,1,365
Moncloa - Aravaca,Argüelles,40.4328482592646,-3.7183920653307796,Entire home/apt,70,2,4,2.45,1,158
Salamanca,Castellana,40.4328910767386,-3.68679293867275,Entire home/apt,70,1,1,1.0,1,67
Salamanca,Recoletos,40.42687608604621,-3.6851997539778103,Entire home/apt,198,2,35,0.59,1,327
Centro,Cortes,40.4133328983122,-3.69957833035533,Private room,33,7,0,0.0,38,318
Arganzuela,Delicias,40.3960807155211,-3.69319020130572,Entire home/apt,65,3,0,0.0,1,0
Salamanca,Recoletos,40.423644068280204,-3.6899435265483795,Entire home/apt,70,3,1,1.0,37,336
Retiro,Adelfas,40.4025246859555,-3.66976387365416,Entire home/apt,123,2,2,0.23,10,130
Latina,Lucero,40.4067781442537,-3.7427843275411297,Shared room,21,1,9,0.96,1,310
Moratalaz,Vinateros,40.405375269151,-3.6424231087921397,Private room,18,2,1,0.04,1,0
Moncloa - Aravaca,Argüelles,40.4315451416076,-3.72076753147762,Entire home/apt,57,1,2,2.0,9,23
Tetuán,Castillejos,40.4580418213211,-3.70018367552293,Private room,20,1,4,1.54,2,31
Centro,Justicia,40.4242182480726,-3.6934341464009304,Private room,100,1,0,0.0,1,0
Centro,Embajadores,40.407984514834205,-3.70640159990271,Private room,28,2,3,0.76,1,361
Centro,Sol,40.415465408505604,-3.70818502296885,Private room,40,2,24,3.69,4,162
Centro,Justicia,40.4247363602601,-3.69890034733818,Entire home/apt,95,7,3,0.14,1,296
Centro,Palacio,40.4144104577472,-3.7112293887172205,Entire home/apt,55,3,12,3.03,1,292
Salamanca,Goya,40.426763300535605,-3.6781484153974997,Entire home/apt,80,6,4,0.37,1,167
Arganzuela,Palos de Moguer,40.4023292672589,-3.69436472314582,Entire home/apt,113,3,14,0.57,11,19
Latina,Puerta del Angel,40.410288991708605,-3.73006629744583,Entire home/apt,39,5,26,0.64,1,274
Carabanchel,Opañel,40.396488324336,-3.71596987306329,Private room,30,2,0,0.0,1,86
Centro,Palacio,40.41373926960961,-3.71188608623398,Entire home/apt,120,2,21,1.36,1,331
Centro,Justicia,40.423389856072795,-3.70004084573848,Private room,25,10,1,0.04,97,219
Tetuán,Bellas Vistas,40.451571831644394,-3.70551708771563,Entire home/apt,35,5,10,0.68,2,287
Arganzuela,Delicias,40.3955157017637,-3.69446481201963,Entire home/apt,70,3,17,0.48,1,238
Centro,Sol,40.414346903638894,-3.7038880576260698,Entire home/apt,115,2,0,0.0,4,324
Centro,Palacio,40.421719683256505,-3.7112361776471205,Entire home/apt,85,2,0,0.0,6,221
Centro,Universidad,40.422980652697895,-3.70868709954849,Entire home/apt,50,1,65,2.72,46,315
Salamanca,Goya,40.4260309202353,-3.6746602234826704,Entire home/apt,200,2,59,2.91,18,64
Centro,Palacio,40.4111159193951,-3.7127296117181303,Private room,31,7,0,0.0,17,310
Centro,Sol,40.415444852525,-3.70498909508976,Entire home/apt,69,1,81,6.68,2,220
Centro,Justicia,40.4195464863433,-3.69859756873631,Private room,35,1,59,7.0,2,315
Centro,Palacio,40.418254576304705,-3.7088339962946897,Private room,200,3,10,0.77,1,364
Centro,Universidad,40.4229512184627,-3.70404937103427,Entire home/apt,62,2,6,0.19,4,321
Salamanca,Guindalera,40.4382498962676,-3.6740083781494,Private room,26,1,2,0.18,14,340
Ciudad Lineal,Pueblo Nuevo,40.4310835159147,-3.64103006528584,Private room,35,1,0,0.0,1,363
Centro,Embajadores,40.4113778215284,-3.7022504827400295,Entire home/apt,60,4,2,2.0,7,140
Arganzuela,Palos de Moguer,40.404258823641,-3.6946038917268598,Private room,30,2,26,2.28,2,334
Arganzuela,Acacias,40.396912821842896,-3.7052017751947,Entire home/apt,68,2,26,0.56,1,206
Centro,Embajadores,40.409358565221794,-3.7054064899316503,Entire home/apt,42,3,82,4.71,3,55
Ciudad Lineal,Quintana,40.433689216790796,-3.64966377767551,Private room,300,15,0,0.0,1,365
Chamberí,Trafalgar,40.4329428136071,-3.70198303582336,Private room,19,1,24,1.58,1,361
Carabanchel,Comillas,40.3925173120924,-3.7077782742776604,Private room,19,3,1,0.1,7,359
Chamartín,Prosperidad,40.4448215099388,-3.6676633839567403,Private room,25,2,23,1.62,1,342
Centro,Universidad,40.4258469715094,-3.70589819037961,Entire home/apt,80,3,0,0.0,67,64
Centro,Universidad,40.421829106798704,-3.70554234934007,Entire home/apt,232,3,2,0.23,77,1
Salamanca,Castellana,40.435324207753204,-3.6805723018264,Entire home/apt,45,2,2,1.43,2,24
Centro,Sol,40.415151771636296,-3.706644849629,Entire home/apt,160,2,14,1.58,4,243
Centro,Cortes,40.415069522623604,-3.70118436737742,Private room,30,28,2,0.06,4,281
Tetuán,Valdeacederas,40.470162594829,-3.70367219222219,Entire home/apt,65,3,9,1.03,1,82
Centro,Sol,40.414043896153395,-3.70697241304555,Entire home/apt,98,1,114,4.66,1,284
Moratalaz,Fontarrón,40.4005893855662,-3.63935799833461,Private room,20,2,25,1.77,3,47
Centro,Universidad,40.4248999014127,-3.70430698197114,Entire home/apt,75,4,32,2.86,1,247
Centro,Palacio,40.4120956351628,-3.70872102915641,Entire home/apt,69,2,100,1.81,1,325
Arganzuela,Delicias,40.3954579063357,-3.69316035407523,Private room,23,1,8,0.39,1,364
Centro,Justicia,40.4213265264178,-3.696204397884,Entire home/apt,250,7,0,0.0,1,179
Salamanca,Guindalera,40.4360730133308,-3.66885155591732,Private room,18,2,8,0.37,2,316
Centro,Cortes,40.415178975295895,-3.70045945455783,Entire home/apt,85,3,41,2.29,2,308
Centro,Universidad,40.4231475216855,-3.70201450613105,Entire home/apt,59,3,7,0.32,2,0
Chamberí,Almagro,40.4353065359551,-3.6937417590571,Private room,22,1,59,2.58,5,304
Arganzuela,Palos de Moguer,40.401723323229795,-3.6929712761634703,Entire home/apt,55,2,61,2.49,1,123
Arganzuela,Palos de Moguer,40.4015851440905,-3.68910794485183,Private room,39,2,12,1.01,1,353
Centro,Justicia,40.4266847261738,-3.6949782614727096,Entire home/apt,65,4,39,3.34,2,325
Carabanchel,Comillas,40.39465302914729,-3.7081778888952406,Entire home/apt,60,1,55,1.79,1,338
Ciudad Lineal,Ventas,40.430507726691395,-3.65363764657857,Private room,20,1,3,2.2,1,0
Arganzuela,Imperial,40.413078528201204,-3.7184351951456804,Private room,51,2,18,0.48,2,72
Salamanca,Lista,40.431176737336,-3.6719009078930096,Entire home/apt,49,1,12,8.37,2,341
Centro,Embajadores,40.4101680327974,-3.70392393027455,Private room,46,1,39,1.25,2,149
Moncloa - Aravaca,Ciudad Universitaria,40.46333062193771,-3.74820005850035,Private room,461,1,0,0.0,1,365
Chamberí,Trafalgar,40.4320194454202,-3.70161643369506,Entire home/apt,130,2,35,0.97,2,279
Centro,Justicia,40.4233760256669,-3.6988783232820897,Entire home/apt,88,2,37,1.03,40,294
Centro,Universidad,40.4259860440446,-3.7021569950014,Entire home/apt,65,2,178,3.53,4,311
Centro,Cortes,40.4122269842477,-3.69567896445675,Entire home/apt,50,7,5,0.74,3,277
Centro,Palacio,40.420683416024,-3.70960955515993,Entire home/apt,92,2,84,2.84,2,331
Centro,Cortes,40.415648530388296,-3.70153033957336,Private room,37,1,86,5.27,3,319
Carabanchel,Opañel,40.3876859163935,-3.72965457807877,Private room,12,1,0,0.0,1,157
Tetuán,Cuatro Caminos,40.452044238023895,-3.69447393574331,Private room,45,1,9,0.32,1,127
Centro,Embajadores,40.4106083462329,-3.70257220014586,Entire home/apt,59,2,55,2.07,1,251
Centro,Cortes,40.415553019595706,-3.70161383175507,Private room,36,1,21,5.0,1,40
Chamberí,Almagro,40.4370200589397,-3.6988415752011,Entire home/apt,80,2,45,3.44,1,159
Arganzuela,Chopera,40.3931828562955,-3.69551357680417,Private room,37,1,0,0.0,3,353
Chamberí,Trafalgar,40.437876349773205,-3.7025690825602,Entire home/apt,49,4,2,0.12,9,175
Salamanca,Guindalera,40.4321422322244,-3.6663310708000396,Entire home/apt,80,3,12,0.5,1,292
Salamanca,Goya,40.426592776719204,-3.67898662662453,Private room,90,1,5,0.16,1,365
Villa de Vallecas,Casco Histórico de Vallecas,40.3596801555796,-3.59739837165208,Private room,35,1,13,0.42,1,356
Centro,Sol,40.4200877427558,-3.7066140553894105,Private room,31,7,0,0.0,26,342
Centro,Embajadores,40.4095021786509,-3.70148075716146,Entire home/apt,64,3,48,2.1,1,303
Salamanca,Guindalera,40.4372735554243,-3.67155868367071,Entire home/apt,61,3,20,2.17,1,91
Salamanca,Lista,40.4320991046675,-3.6748366666918395,Private room,25,1,78,4.13,2,346
Centro,Cortes,40.410478655783,-3.69477533886679,Entire home/apt,55,2,42,2.74,2,337
Centro,Embajadores,40.4087469059328,-3.70013479989839,Entire home/apt,53,2,27,0.61,1,29
Salamanca,Goya,40.427631128626,-3.6734484411222006,Private room,39,1,7,0.61,1,365
Centro,Sol,40.4176435099375,-3.6998823207466205,Entire home/apt,55,1,43,6.35,9,301
Centro,Universidad,40.425149914394495,-3.7059425481414903,Private room,29,1,29,0.85,8,343
Centro,Sol,40.417073184305295,-3.70261776300582,Private room,40,2,0,0.0,2,117
Latina,Puerta del Angel,40.4143460980134,-3.72587372475877,Entire home/apt,48,3,0,0.0,44,251
Centro,Embajadores,40.4094401838656,-3.70592186264545,Entire home/apt,50,4,19,1.8,1,299
Fuencarral - El Pardo,Pilar,40.477954819212606,-3.70916891830666,Private room,22,2,16,0.98,1,67
Arganzuela,Atocha,40.407556436358206,-3.69215168486283,Entire home/apt,49,1,123,7.29,3,271
Centro,Sol,40.4143211566345,-3.70655646566918,Private room,30,5,5,0.09,1,52
Fuencarral - El Pardo,Valverde,40.5029423406925,-3.69318011358927,Entire home/apt,75,2,8,0.75,1,100
Arganzuela,Legazpi,40.3859581152758,-3.68653782863722,Private room,19,2,6,0.12,1,96
Centro,Embajadores,40.413452216954205,-3.70627354904737,Private room,20,10,1,0.1,97,273
Ciudad Lineal,Pueblo Nuevo,40.423039804972206,-3.6380659630357,Entire home/apt,69,2,8,1.9,1,135
Latina,Campamento,40.3977843693919,-3.7750693825707002,Entire home/apt,42,2,39,1.52,1,282
Centro,Cortes,40.413720443954396,-3.69854075910891,Private room,28,1,4,3.53,4,139
Retiro,Niño Jesús,40.4107789634598,-3.6754724750543,Private room,105,1,2,0.91,1,86
Latina,Puerta del Angel,40.4105202106484,-3.72725083668272,Private room,12,4,8,0.37,11,365
Centro,Embajadores,40.4082941809537,-3.69342806220721,Entire home/apt,70,3,5,3.66,1,114
San Blas - Canillejas,Simancas,40.4384742448635,-3.62370641929299,Entire home/apt,55,1,5,5.0,13,334
Centro,Embajadores,40.4074340571627,-3.69828203941684,Entire home/apt,57,3,292,4.09,1,256
Centro,Palacio,40.413046930537,-3.7136289859210403,Entire home/apt,135,5,46,1.22,2,167
Latina,Puerta del Angel,40.4057321704347,-3.73828345431319,Private room,30,1,4,0.35,2,365
Chamberí,Arapiles,40.4320442054798,-3.7077541447908198,Private room,30,15,0,0.0,1,74
Salamanca,Lista,40.428943262312,-3.67882973211872,Private room,29,1,3,3.0,1,304
Centro,Justicia,40.4206430085749,-3.7010444780991802,Entire home/apt,75,4,0,0.0,1,0
Salamanca,Castellana,40.434787674948,-3.6826024632303302,Entire home/apt,135,1,1,0.04,6,96
Chamberí,Rios Rosas,40.4393181823951,-3.6979085351913796,Private room,30,3,35,1.81,2,286
Usera,Moscardó,40.386479893936205,-3.70278895084651,Entire home/apt,43,5,0,0.0,9,184
Centro,Universidad,40.42582643672729,-3.7119952382881003,Shared room,328,1,0,0.0,1,365
Centro,Justicia,40.4249970732449,-3.69626984582443,Entire home/apt,209,5,0,0.0,3,13
Arganzuela,Palos de Moguer,40.402104534641104,-3.694020120201,Entire home/apt,74,5,3,0.51,1,70
Chamberí,Trafalgar,40.4316544800058,-3.70352733007437,Entire home/apt,75,2,61,5.04,4,298
Centro,Sol,40.419098535703895,-3.70389157067047,Private room,15,2,22,4.07,7,29
Latina,Puerta del Angel,40.4127281963369,-3.7326025398855496,Private room,30,1,76,2.99,1,353
Centro,Universidad,40.4258576557834,-3.7045720917761997,Private room,49,3,5,0.55,1,315
Fuencarral - El Pardo,Valverde,40.4853919619116,-3.68904044434581,Private room,25,1,0,0.0,2,87
Centro,Justicia,40.420034388779996,-3.69787703296396,Entire home/apt,65,1,0,0.0,9,282
Barajas,Alameda de Osuna,40.4523139393745,-3.5943925604249602,Private room,100,3,0,0.0,1,365
