neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Centro,Palacio,40.4129421833035,-3.7100131220267003,Entire home/apt,48,2,7,0.38,1,0
Centro,Universidad,40.421259833063395,-3.7026076451619905,Entire home/apt,50,2,17,0.61,6,326
Centro,Palacio,40.420393277551604,-3.70776768679461,Entire home/apt,60,3,72,2.62,2,139
Centro,Embajadores,40.4113459514773,-3.70270359689789,Entire home/apt,35,1,15,0.53,1,26
Arganzuela,Acacias,40.401841165907506,-3.7006274933084398,Private room,39,1,0,0.0,1,0
Carabanchel,Vista Alegre,40.383087824907605,-3.74530764587457,Private room,28,1,47,2.03,2,362
Centro,Embajadores,40.411646010789596,-3.70685604595214,Private room,40,2,69,2.42,1,245
Centro,Sol,40.418997907476104,-3.70133922813039,Entire home/apt,74,3,27,0.98,9,323
Centro,Universidad,40.4215548089655,-3.7031593025581495,Entire home/apt,80,3,77,2.68,6,308
Centro,Embajadores,40.413935530096104,-3.7055713695962798,Entire home/apt,85,1,0,0.0,40,312
Centro,Embajadores,40.4088225309889,-3.7066947965469104,Entire home/apt,55,2,25,0.88,6,264
Barajas,Alameda de Osuna,40.4572556306826,-3.59490697625341,Entire home/apt,180,3,10,0.36,1,18
Retiro,Jerónimos,40.4155866674813,-3.67834687357305,Private room,70,1,0,0.0,1,365
Latina,Lucero,40.4043876113728,-3.75478732245961,Private room,20,1,20,0.72,8,340
Centro,Embajadores,40.4079883438339,-3.7037486367965697,Entire home/apt,45,2,28,0.98,1,1
Centro,Justicia,40.4222672111902,-3.6972682582068597,Private room,45,1,129,4.51,9,256
Centro,Justicia,40.4244447656765,-3.6987105542961096,Entire home/apt,65,2,78,2.72,9,292
Centro,Justicia,40.422290560867,-3.6976469590333503,Entire home/apt,75,1,95,3.35,9,305
Centro,Universidad,40.4239661333361,-3.70216426333936,Entire home/apt,60,3,66,2.31,2,321
Centro,Embajadores,40.40690999362,-3.70538026732211,Entire home/apt,60,2,29,2.05,1,317
Centro,Universidad,40.422084581433,-3.7052026209113103,Shared room,35,1,1,0.05,1,365
Centro,Palacio,40.4155945033093,-3.70903511122238,Entire home/apt,100,2,39,1.49,1,349
Centro,Palacio,40.411361550307205,-3.71373263970488,Entire home/apt,55,4,10,0.35,3,281
Chamberí,Vallehermoso,40.4391747090456,-3.7063089222637897,Entire home/apt,65,8,5,0.24,1,118
Chamberí,Almagro,40.4337061787961,-3.6939196019896903,Entire home/apt,200,7,0,0.0,1,94
Chamberí,Trafalgar,40.4358212512522,-3.70311201157412,Private room,18,3,16,0.56,2,84
Chamberí,Trafalgar,40.437215225962,-3.7032105501256503,Private room,9,2,31,1.09,2,256
Centro,Sol,40.4169249177693,-3.7012213134713594,Entire home/apt,150,2,40,1.41,6,305
Arganzuela,Delicias,40.397674563027,-3.6935061478677897,Private room,30,3,89,3.13,3,101
Arganzuela,Delicias,40.3981945142735,-3.69553317528983,Entire home/apt,98,2,32,1.13,2,267
Arganzuela,Delicias,40.3960521577599,-3.6950308285699505,Private room,30,3,60,2.11,3,94
Centro,Embajadores,40.409993244559296,-3.7093606098483396,Private room,25,2,80,3.18,3,146
Arganzuela,Chopera,40.3953915037154,-3.69803204946662,Private room,25,1,0,0.0,3,0
Retiro,Adelfas,40.4015311739261,-3.6697467678122697,Private room,35,2,115,4.3,1,219
Centro,Universidad,40.4215508181011,-3.7019132444242797,Entire home/apt,79,2,69,4.51,1,294
Centro,Embajadores,40.410752668009,-3.7039975407719,Entire home/apt,128,1,112,3.94,8,281
Centro,Palacio,40.4206029221074,-3.70840267456286,Entire home/apt,69,2,72,3.17,6,336
Centro,Sol,40.4199637916629,-3.7046903079933102,Entire home/apt,79,2,72,2.91,6,144
Centro,Universidad,40.423514463820794,-3.70226611654311,Private room,30,1,71,4.18,5,184
Centro,Embajadores,40.410453830159796,-3.69999540581356,Entire home/apt,66,3,15,0.54,2,308
Centro,Universidad,40.4248965428094,-3.70366499874088,Private room,30,1,79,4.05,5,194
Centro,Palacio,40.412440840609705,-3.71110979201787,Entire home/apt,100,2,20,0.75,1,311
Salamanca,Goya,40.4246344070781,-3.6739692391126,Entire home/apt,120,1,16,0.96,1,359
Centro,Universidad,40.42085468082,-3.70225754247771,Entire home/apt,85,2,67,2.43,6,66
Hortaleza,Valdefuentes,40.4873400365656,-3.6701553079367994,Entire home/apt,130,3,12,0.42,1,328
Centro,Embajadores,40.4106083462329,-3.70257220014586,Entire home/apt,59,2,55,2.07,1,251
Hortaleza,Canillas,40.4676669082942,-3.6337033931110096,Private room,40,1,1,0.04,1,0
Latina,Aluche,40.3930557735627,-3.75774438996503,Private room,17,3,39,1.4,2,365
Latina,Aluche,40.3922987416261,-3.75845030217345,Private room,17,3,40,1.41,2,365
Retiro,Adelfas,40.398399295068394,-3.6712127904075897,Private room,30,2,27,0.95,1,263
Latina,Puerta del Angel,40.4098608124562,-3.7255359941702504,Entire home/apt,50,2,1,0.05,2,249
Tetuán,Cuatro Caminos,40.455398094481296,-3.6935703599795002,Entire home/apt,80,5,13,0.46,11,341
Centro,Universidad,40.4207033842878,-3.7052872719742598,Entire home/apt,70,2,33,1.35,6,348
Tetuán,Almenara,40.468373436000704,-3.68995758090526,Private room,32,1,39,1.36,6,307
Chamberí,Rios Rosas,40.4435787301825,-3.70201510926663,Private room,29,1,6,0.25,1,300
Centro,Embajadores,40.4121445696787,-3.7038153861670797,Entire home/apt,120,6,0,0.0,1,0
Ciudad Lineal,Pueblo Nuevo,40.42991844515021,-3.64409548546247,Private room,25,2,15,0.63,1,41
Chamberí,Arapiles,40.4331925075249,-3.70633210811194,Entire home/apt,39,1,5,0.18,1,250
Centro,Palacio,40.4201793191926,-3.7087175870742595,Private room,60,2,0,0.0,1,0
Moratalaz,Vinateros,40.40855613711079,-3.6412229378857597,Private room,27,1,9,0.33,1,365
Chamberí,Trafalgar,40.43139827307861,-3.70327987528095,Entire home/apt,60,2,3,0.22,1,0
Chamberí,Trafalgar,40.4343103589482,-3.69893368777035,Private room,25,1,2,0.07,2,338
Centro,Palacio,40.4202457254741,-3.7096900905236696,Entire home/apt,49,1,143,5.02,2,284
Centro,Universidad,40.425581550029705,-3.7072242320332793,Entire home/apt,90,5,17,0.63,1,318
Centro,Justicia,40.42175799351,-3.69913357390428,Entire home/apt,69,3,16,0.73,2,292
Arganzuela,Chopera,40.3962477525616,-3.7002405047446203,Private room,21,1,41,1.44,3,324
Centro,Universidad,40.4263612609055,-3.70280623663275,Private room,40,2,71,2.5,2,279
Centro,Embajadores,40.410286256121005,-3.7090182249397006,Private room,45,3,117,4.14,7,235
Centro,Embajadores,40.408835351198896,-3.69201710920772,Private room,30,2,108,3.91,8,324
San Blas - Canillejas,Simancas,40.438691454235894,-3.6184663038765095,Entire home/apt,80,3,12,0.45,2,231
Centro,Embajadores,40.4088384711451,-3.6921023138184905,Private room,30,2,127,4.55,8,302
Centro,Embajadores,40.4086501442363,-3.69407398309592,Private room,32,2,100,3.52,8,287
Arganzuela,Legazpi,40.3902409230669,-3.69431242565542,Private room,19,1,24,0.97,1,336
Centro,Cortes,40.4120617364869,-3.6964150425816,Entire home/apt,57,4,14,0.49,1,220
Centro,Palacio,40.408388506987,-3.7112669650124706,Entire home/apt,62,2,50,1.9,1,334
Centro,Palacio,40.412458763563,-3.70841068595108,Entire home/apt,75,1,9,0.36,1,280
Centro,Sol,40.414743491387604,-3.7068364428247302,Private room,36,2,131,4.61,1,0
Arganzuela,Palos de Moguer,40.4064439839586,-3.6933041949607097,Private room,23,1,129,4.83,1,305
Centro,Sol,40.4185472202009,-3.70349358445286,Private room,60,1,3,0.22,1,90
Arganzuela,Palos de Moguer,40.400886324664995,-3.69329382764457,Entire home/apt,145,1,13,0.57,1,153
Arganzuela,Delicias,40.3966339662307,-3.69439201931359,Private room,29,1,0,0.0,2,364
Centro,Palacio,40.4114758258671,-3.7104392427969106,Entire home/apt,60,2,58,2.1,4,0
Centro,Sol,40.419366040876604,-3.7048327836432797,Private room,20,2,39,1.39,7,23
Centro,Embajadores,40.4112247367597,-3.69979990786423,Entire home/apt,115,2,15,0.7,15,296
Centro,Sol,40.4177338670638,-3.70344720091705,Private room,25,2,85,3.09,7,35
Retiro,Pacífico,40.406625250184,-3.6759057645155098,Private room,30,2,0,0.0,1,0
Centro,Embajadores,40.407642268527205,-3.70149443137396,Entire home/apt,50,2,48,1.81,1,0
Salamanca,Recoletos,40.4274544347312,-3.6857630232322403,Private room,26,7,15,0.57,7,334
Chamartín,Nueva España,40.4641945808984,-3.6707384985782703,Private room,40,1,15,0.55,2,336
Chamartín,Ciudad Jardín,40.446596025855605,-3.67535154805493,Entire home/apt,50,2,14,0.53,1,310
Chamberí,Almagro,40.4273360880184,-3.69429201905262,Entire home/apt,130,2,3,0.13,1,364
Centro,Sol,40.417052848450496,-3.7019958247487796,Entire home/apt,79,3,67,2.44,2,41
Centro,Sol,40.4159520859886,-3.70224285419085,Entire home/apt,170,3,50,1.9,10,225
Latina,Aluche,40.396787001696204,-3.7648477874122594,Private room,30,1,2,0.09,1,122
Centro,Embajadores,40.410987396200206,-3.7006194140028703,Entire home/apt,55,2,6,0.22,1,0
Centro,Justicia,40.4265791005823,-3.69576373069638,Entire home/apt,49,1,2,0.07,1,228
Salamanca,Guindalera,40.434310982757204,-3.6709849097542997,Private room,21,1,7,0.36,33,310
Centro,Embajadores,40.4096112059244,-3.70460648965907,Entire home/apt,59,5,31,1.33,1,234
Chamberí,Arapiles,40.4343780441446,-3.71063918978998,Private room,60,1,0,0.0,1,365
Ciudad Lineal,San Juan Bautista,40.4514112165029,-3.6583790795980002,Entire home/apt,90,1,16,0.87,5,78
Salamanca,Lista,40.4320594975053,-3.6741341113471697,Entire home/apt,50,1,8,0.43,4,63
Centro,Sol,40.415836917771,-3.7058743470851296,Entire home/apt,65,1,87,3.09,9,318
Centro,Sol,40.417498552045394,-3.70063226335635,Entire home/apt,162,1,27,1.11,1,348
Centro,Embajadores,40.408463700576206,-3.7038256798323603,Entire home/apt,61,2,81,3.1,5,291
Chamartín,El Viso,40.440300974194,-3.67895874669404,Entire home/apt,82,3,45,1.72,2,318
Fuencarral - El Pardo,La Paz,40.4755881051033,-3.7025016893101,Private room,15,3,4,0.22,1,325
Arganzuela,Palos de Moguer,40.402070380263794,-3.6974189739341896,Entire home/apt,64,3,53,1.92,8,309
Retiro,Ibiza,40.41796793473,-3.67280207471423,Private room,38,2,19,0.69,3,351
Centro,Universidad,40.4220312191974,-3.70726193042127,Entire home/apt,95,2,7,0.25,8,288
Centro,Palacio,40.412540520288,-3.7114897898003103,Entire home/apt,90,1,63,2.44,2,351
Tetuán,Castillejos,40.4636874437687,-3.69263991546184,Private room,50,2,60,2.21,1,348
Moncloa - Aravaca,Casa de Campo,40.4257808604813,-3.71880549921256,Entire home/apt,115,4,14,0.52,1,265
Salamanca,Guindalera,40.435588049802,-3.6710416429523303,Private room,21,1,14,0.51,33,347
Centro,Cortes,40.4166763643016,-3.6979967489915095,Entire home/apt,77,7,2,0.07,1,236
Latina,Puerta del Angel,40.4146552727495,-3.7251512267746403,Entire home/apt,63,3,1,0.04,8,281
Centro,Embajadores,40.411226265671395,-3.7055383981557797,Private room,35,1,32,1.16,3,356
Latina,Aluche,40.40209590186821,-3.76035971769616,Entire home/apt,75,2,9,0.33,5,303
Centro,Palacio,40.4181089723349,-3.7089122361329596,Entire home/apt,180,3,15,0.65,1,136
Centro,Universidad,40.423038933148604,-3.7041223616090604,Entire home/apt,49,1,128,4.63,9,313
Centro,Universidad,40.422552143694,-3.70212850719746,Entire home/apt,80,2,74,2.67,1,272
Chamberí,Rios Rosas,40.441588761953504,-3.70031398375916,Entire home/apt,62,4,3,0.11,1,269
Moratalaz,Fontarrón,40.4001099503898,-3.64238908676254,Private room,29,2,40,1.6,2,219
Moratalaz,Fontarrón,40.4004765704002,-3.6414750139520002,Private room,19,3,29,1.06,2,219
Centro,Embajadores,40.409314422567,-3.70719109357685,Private room,38,3,30,1.29,3,81
Carabanchel,Puerta Bonita,40.375555722737296,-3.73551272347068,Entire home/apt,60,3,24,0.87,1,347
Latina,Campamento,40.3977843693919,-3.7750693825707002,Entire home/apt,42,2,39,1.52,1,282
Centro,Universidad,40.4203002494668,-3.7019684281038,Entire home/apt,43,1,118,4.26,46,273
Centro,Justicia,40.425143804369505,-3.6996656471933105,Entire home/apt,55,2,118,4.33,1,312
Centro,Universidad,40.420982461926705,-3.70678947998496,Entire home/apt,70,2,9,0.33,7,157
Centro,Cortes,40.412149799782,-3.69353858450104,Entire home/apt,77,1,148,5.35,23,98
Centro,Justicia,40.4204476878408,-3.69779897942261,Entire home/apt,50,2,67,2.42,12,56
Centro,Universidad,40.423357898649705,-3.7021146062051296,Entire home/apt,70,2,17,2.56,1,76
Latina,Cármenes,40.4080252456139,-3.7231110169670405,Entire home/apt,120,1,3,0.17,2,260
Chamberí,Gaztambide,40.434809703968604,-3.71415931203138,Entire home/apt,60,1,62,2.25,1,298
Retiro,Pacífico,40.4052719801797,-3.68345422936396,Private room,39,2,46,1.85,4,106
Moncloa - Aravaca,Casa de Campo,40.421343206740005,-3.7224380739800096,Entire home/apt,45,1,12,0.52,1,166
Tetuán,Castillejos,40.4595846996727,-3.69888673572766,Entire home/apt,50,2,45,1.89,1,247
Hortaleza,Palomas,40.4549812784714,-3.62064635725718,Private room,67,1,2,0.09,1,361
Centro,Embajadores,40.409421902055996,-3.69395665869206,Entire home/apt,65,1,16,0.68,1,319
Fuencarral - El Pardo,Valverde,40.5005232206849,-3.6722011007044797,Private room,39,1,44,1.87,1,315
Centro,Palacio,40.4202384532683,-3.7100061878250097,Entire home/apt,240,3,9,0.43,1,355
Ciudad Lineal,Quintana,40.4398289815287,-3.64220771742091,Private room,23,2,53,2.22,1,344
Usera,San Fermín,40.374015094847,-3.6914805216035096,Private room,26,2,7,0.4,3,303
Retiro,Ibiza,40.417518358620896,-3.67068474912911,Entire home/apt,110,3,17,0.63,1,315
Centro,Embajadores,40.4108622948261,-3.7003919767515496,Entire home/apt,65,2,76,3.02,1,303
Centro,Embajadores,40.4081533601725,-3.70536083167113,Entire home/apt,49,2,4,0.83,1,219
Carabanchel,Buenavista,40.3616894870533,-3.76109459928275,Entire home/apt,70,5,5,0.48,2,350
Retiro,Niño Jesús,40.411656920417,-3.6755195491441803,Entire home/apt,75,2,61,2.29,1,319
Centro,Sol,40.4196089716467,-3.7077075525230496,Entire home/apt,75,2,114,4.34,3,286
Centro,Palacio,40.411751489366104,-3.71145670334656,Private room,23,2,103,3.98,1,304
Centro,Justicia,40.4224699957889,-3.6960617521247703,Entire home/apt,290,2,25,1.0,1,39
Centro,Palacio,40.4119715033501,-3.71372203649791,Private room,49,1,0,0.0,1,0
Salamanca,Goya,40.4242721746564,-3.67838732483867,Entire home/apt,175,2,9,0.34,5,291
Hortaleza,Canillas,40.4578342599861,-3.6447329538377593,Private room,40,1,0,0.0,1,219
Centro,Embajadores,40.408148401194,-3.70587828657025,Entire home/apt,180,2,34,1.28,1,0
Chamberí,Gaztambide,40.4317984649798,-3.71667249287422,Entire home/apt,100,2,0,0.0,1,0
Salamanca,Goya,40.421970241591296,-3.67882113831115,Entire home/apt,125,2,6,0.27,5,335
Chamberí,Arapiles,40.435293782882106,-3.7065045675604904,Entire home/apt,79,2,25,1.33,1,303
Centro,Embajadores,40.4126809850026,-3.7066047577427406,Entire home/apt,100,1,122,4.59,2,297
Chamberí,Trafalgar,40.430111049796,-3.7042044131244505,Private room,43,2,47,1.89,2,45
Salamanca,Goya,40.4281292375029,-3.67894575340495,Entire home/apt,150,1,0,0.0,1,342
Latina,Lucero,40.4026198188333,-3.76033892011701,Private room,17,1,0,0.0,1,365
Centro,Universidad,40.4231475216855,-3.70201450613105,Entire home/apt,59,3,7,0.32,2,0
Centro,Justicia,40.423348554044104,-3.6997769994094902,Entire home/apt,50,3,25,1.05,1,171
Retiro,Pacífico,40.401939858777105,-3.68058552624006,Private room,35,3,88,3.39,2,146
Chamartín,Prosperidad,40.4409275920295,-3.67820876116575,Entire home/apt,120,2,0,0.0,2,42
Centro,Embajadores,40.410992258073705,-3.69896287308505,Private room,28,1,9,0.34,1,279
Fuencarral - El Pardo,Valverde,40.4986613292304,-3.67540114642412,Private room,35,1,10,0.38,1,344
Centro,Justicia,40.4254661088438,-3.69660281248679,Entire home/apt,50,2,37,1.51,1,148
Chamberí,Trafalgar,40.4343533240189,-3.7016224160659905,Entire home/apt,76,2,15,0.6,1,345
Salamanca,Recoletos,40.4247934468232,-3.6833204973482903,Entire home/apt,100,6,17,0.66,15,308
Carabanchel,Comillas,40.393708081765794,-3.71316330374214,Entire home/apt,49,2,103,4.17,2,324
Centro,Universidad,40.428008679233706,-3.70479089384166,Entire home/apt,49,1,114,4.21,1,14
Arganzuela,Delicias,40.3958972920523,-3.6953005603479903,Private room,40,1,2,0.09,10,365
Centro,Palacio,40.414797167254704,-3.71052118457182,Entire home/apt,135,1,37,5.47,5,75
Centro,Justicia,40.4204735044204,-3.69658145860793,Private room,35,1,0,0.0,1,0
Centro,Palacio,40.419253588991396,-3.7119034782791003,Entire home/apt,70,3,56,2.25,2,60
Tetuán,Berruguete,40.4597632466955,-3.70815150407733,Entire home/apt,30,4,9,0.53,1,0
Centro,Embajadores,40.40819517630229,-3.70978127792422,Entire home/apt,45,3,43,1.6,5,347
Tetuán,Valdeacederas,40.467934624384796,-3.6999046807867497,Entire home/apt,70,2,23,0.88,2,349
Centro,Sol,40.4150988927814,-3.70405954309457,Entire home/apt,90,4,2,0.11,9,295
Centro,Sol,40.4151148219443,-3.7025986156718202,Entire home/apt,90,3,3,0.15,9,118
Centro,Sol,40.4149103264314,-3.7034574057233196,Entire home/apt,49,4,42,1.61,9,321
Centro,Embajadores,40.4067588583296,-3.7066520200395296,Entire home/apt,65,4,4,0.19,9,271
Retiro,Ibiza,40.4185793922892,-3.67650741228669,Entire home/apt,85,1,33,1.41,1,83
Arganzuela,Chopera,40.3964483835745,-3.6992855009609995,Entire home/apt,85,3,85,3.32,3,286
Centro,Universidad,40.4284802993372,-3.7082950947576805,Private room,28,1,26,1.15,1,294
Chamberí,Vallehermoso,40.4462693078005,-3.71084049052994,Private room,20,1,0,0.0,1,0
Arganzuela,Palos de Moguer,40.4015192309286,-3.6904985126579497,Entire home/apt,55,2,38,1.41,5,279
Salamanca,Goya,40.426324066814,-3.6694975363132296,Private room,34,2,10,0.41,1,323
Centro,Justicia,40.424665859620205,-3.69310848852917,Entire home/apt,72,2,67,2.58,12,307
Centro,Embajadores,40.408310604891795,-3.69922369694498,Private room,23,2,43,1.85,2,42
Centro,Sol,40.4148987004998,-3.70265604258401,Entire home/apt,60,3,19,0.81,12,318
Centro,Embajadores,40.408471647291,-3.6938207655582596,Private room,35,2,28,1.12,1,325
Centro,Embajadores,40.4091702264289,-3.69820352030191,Entire home/apt,85,2,71,2.66,1,300
Moratalaz,Fontarrón,40.40098289155571,-3.64801836505062,Private room,30,5,0,0.0,4,307
Moratalaz,Fontarrón,40.402406619592,-3.6474779777956896,Private room,40,3,0,0.0,4,307
Moratalaz,Fontarrón,40.402622062918795,-3.64764209075669,Entire home/apt,50,3,1,0.05,4,307
Chamberí,Rios Rosas,40.4425677559111,-3.69747982822262,Private room,60,5,0,0.0,1,364
Moratalaz,Vinateros,40.405375269151,-3.6424231087921397,Private room,18,2,1,0.04,1,0
Salamanca,Lista,40.4295244929713,-3.6786059974412204,Entire home/apt,70,7,3,0.19,1,308
Centro,Embajadores,40.410628294321796,-3.70225837397092,Entire home/apt,40,1,150,5.91,2,213
Centro,Embajadores,40.407723259993,-3.6951956427448898,Entire home/apt,55,4,10,0.38,3,278
Retiro,Pacífico,40.404382139038205,-3.6805052360228596,Private room,26,1,9,0.34,1,360
Centro,Cortes,40.4106034429028,-3.69306062888721,Entire home/apt,55,5,8,0.3,3,281
Centro,Sol,40.4195206666669,-3.7058273719771098,Entire home/apt,70,2,98,3.8,1,73
Centro,Embajadores,40.411404601255995,-3.70670676358544,Entire home/apt,55,3,47,1.92,1,327
Retiro,Pacífico,40.4038957261564,-3.67970489607824,Entire home/apt,85,2,23,0.86,1,276
Arganzuela,Palos de Moguer,40.4060830077127,-3.6924353572455,Entire home/apt,105,2,6,0.25,1,64
Centro,Palacio,40.420135433240794,-3.7136038219915894,Entire home/apt,125,3,35,1.42,1,216
Retiro,Ibiza,40.4193382129076,-3.67343080005921,Entire home/apt,93,14,10,0.38,1,326
Centro,Cortes,40.415282947517206,-3.70082866228898,Entire home/apt,55,3,3,0.32,8,293
Centro,Justicia,40.422272773638895,-3.6959152127414305,Entire home/apt,77,2,144,5.46,1,284
Moncloa - Aravaca,Argüelles,40.4273288242699,-3.714489091673,Entire home/apt,90,4,24,0.95,3,122
Centro,Universidad,40.42570664365589,-3.70331031606702,Entire home/apt,120,3,102,3.91,1,283
Centro,Justicia,40.4209004167486,-3.6968082820143504,Entire home/apt,65,2,0,0.0,1,340
Centro,Sol,40.4148565517397,-3.7078053222764398,Private room,30,2,16,0.87,2,293
Arganzuela,Delicias,40.3977939484662,-3.6936493758841,Entire home/apt,58,1,53,2.03,10,314
Centro,Palacio,40.41440926781689,-3.7081582675826206,Entire home/apt,65,2,16,0.67,2,294
Salamanca,Lista,40.431176737336,-3.6719009078930096,Entire home/apt,49,1,12,8.37,2,341
Arganzuela,Palos de Moguer,40.4029726772266,-3.69187024875229,Entire home/apt,42,6,25,0.96,4,172
Puente de Vallecas,San Diego,40.3958977088821,-3.66556025061872,Entire home/apt,50,5,4,0.15,2,296
Centro,Embajadores,40.4125406174284,-3.70678133224995,Entire home/apt,80,3,34,1.37,1,312
Retiro,Jerónimos,40.4206764477492,-3.68030052326123,Entire home/apt,150,5,1,0.05,11,300
Centro,Embajadores,40.4078359205357,-3.6986838903690695,Entire home/apt,34,2,104,4.02,5,114
Arganzuela,Legazpi,40.3902971359482,-3.69555074376213,Private room,28,1,40,2.12,1,334
Centro,Justicia,40.423356611273206,-3.6998292557742,Entire home/apt,95,2,24,0.92,2,276
Chamberí,Gaztambide,40.433753017093395,-3.71447518963572,Private room,30,5,7,0.3,1,356
Centro,Justicia,40.421306599552295,-3.6974998848751004,Private room,50,2,22,1.15,2,301
Centro,Universidad,40.422917257596296,-3.7079131918784602,Entire home/apt,90,2,124,4.71,3,319
Centro,Universidad,40.423133700361205,-3.7022100504135604,Private room,23,4,6,0.24,25,365
Centro,Palacio,40.4207662365532,-3.7078741482339597,Entire home/apt,85,2,57,2.24,1,187
Hortaleza,Pinar del Rey,40.4693520089515,-3.6519648208598103,Entire home/apt,150,2,31,1.22,4,335
Salamanca,Fuente del Berro,40.4254409095092,-3.66522019927419,Entire home/apt,125,1,33,1.32,2,353
Salamanca,Fuente del Berro,40.4267270840997,-3.6673154834636,Private room,70,1,7,0.33,2,363
Chamberí,Rios Rosas,40.4411361706571,-3.70017178284877,Private room,35,3,0,0.0,2,0
Centro,Universidad,40.424244652727104,-3.70362265234797,Entire home/apt,75,1,21,1.8,1,338
Centro,Palacio,40.4215195476664,-3.71293250245249,Entire home/apt,85,2,1,0.06,8,293
Chamberí,Trafalgar,40.4319289323975,-3.7042719947663905,Private room,80,1,0,0.0,3,365
Centro,Sol,40.4165715511056,-3.70390536647778,Private room,75,2,46,1.92,1,240
Centro,Sol,40.4152190900191,-3.70524398710558,Entire home/apt,113,3,12,0.49,11,310
Arganzuela,Palos de Moguer,40.406330781135104,-3.69378839104487,Entire home/apt,45,2,8,0.41,1,0
Centro,Embajadores,40.4092074796933,-3.6965557774930096,Private room,25,1,94,3.6,3,159
Salamanca,Guindalera,40.4351849279384,-3.66573605835545,Entire home/apt,120,4,38,1.6,1,23
Centro,Sol,40.41674950979979,-3.7059194068784795,Entire home/apt,90,3,114,4.37,1,298
Centro,Embajadores,40.4107980719641,-3.70427951906496,Entire home/apt,35,1,145,5.67,5,147
Fuencarral - El Pardo,Valverde,40.5141254556627,-3.67422206672355,Private room,32,1,2,0.1,1,347
Arganzuela,Delicias,40.3974006015085,-3.6952217170657002,Private room,40,1,4,0.15,10,365
Chamberí,Rios Rosas,40.441300938701794,-3.69396265387353,Private room,45,3,28,1.09,1,178
Centro,Universidad,40.4216996083523,-3.7072454737820095,Entire home/apt,46,1,98,3.79,46,299
Centro,Embajadores,40.409012287112496,-3.69905271749599,Entire home/apt,50,2,20,0.77,2,311
Moratalaz,Fontarrón,40.4033077047999,-3.64735076684273,Entire home/apt,80,3,21,0.85,5,308
Moratalaz,Pavones,40.400207813098504,-3.6294729327682598,Private room,26,1,27,1.16,1,285
Centro,Palacio,40.4201480184108,-3.7108359184466,Entire home/apt,75,2,36,1.38,2,336
Centro,Justicia,40.4260206832797,-3.6985726894267796,Entire home/apt,68,1,1,0.04,1,0
Retiro,Pacífico,40.4053100296221,-3.67935613534284,Entire home/apt,100,3,51,1.99,1,84
Centro,Palacio,40.414423395805706,-3.7128471390446203,Private room,25,3,17,1.2,3,310
Salamanca,Guindalera,40.4360303825914,-3.67243308693039,Private room,27,1,18,1.16,1,0
Centro,Embajadores,40.408248748903205,-3.6968588864754395,Entire home/apt,70,2,33,1.36,40,309
Centro,Palacio,40.409350906872895,-3.71007307589001,Entire home/apt,62,2,31,1.33,1,301
Centro,Sol,40.4165855075005,-3.7020695670151604,Entire home/apt,90,3,4,0.19,3,354
Centro,Cortes,40.415191049175704,-3.6985914799431803,Entire home/apt,110,2,58,2.28,2,289
Centro,Embajadores,40.4102045454862,-3.70163845098081,Entire home/apt,45,3,36,1.47,20,320
Centro,Embajadores,40.4103889079229,-3.70278928731768,Entire home/apt,50,3,44,1.77,20,338
Centro,Embajadores,40.4110747097024,-3.70158486909312,Entire home/apt,50,3,43,1.74,20,319
Centro,Cortes,40.4123288101444,-3.69869084238514,Entire home/apt,69,1,75,2.9,48,140
Arganzuela,Palos de Moguer,40.40075811312129,-3.69069683502506,Entire home/apt,104,2,14,0.55,4,236
Centro,Embajadores,40.4091071190222,-3.69971148795146,Entire home/apt,50,2,115,4.57,4,293
Centro,Embajadores,40.411001561157,-3.70031220328828,Entire home/apt,140,4,38,1.63,2,260
Centro,Sol,40.4161441974084,-3.70232355836535,Entire home/apt,80,3,13,0.56,3,350
Salamanca,Guindalera,40.4360585935446,-3.67299017101762,Entire home/apt,90,3,8,0.41,3,348
Centro,Universidad,40.423918954250205,-3.70546947862853,Entire home/apt,70,2,22,0.86,4,108
Centro,Embajadores,40.410891070933296,-3.7019852952388703,Entire home/apt,65,1,23,0.9,1,327
Centro,Palacio,40.421964786660396,-3.7091223670402598,Entire home/apt,69,2,6,0.28,1,334
Centro,Palacio,40.407983743314,-3.71212421328748,Private room,17,2,29,1.29,3,110
Arganzuela,Imperial,40.406164326298295,-3.7126985369305996,Private room,28,2,31,1.27,3,36
Salamanca,Goya,40.4221156436102,-3.67928209370897,Entire home/apt,220,5,15,0.59,5,338
Moncloa - Aravaca,Valdezarza,40.4650340081156,-3.7129901128767,Entire home/apt,60,2,11,0.44,1,0
Centro,Justicia,40.424537125190895,-3.6987753488268704,Entire home/apt,100,3,103,4.14,3,261
Latina,Puerta del Angel,40.4109976328529,-3.7273875477829397,Private room,12,4,4,0.17,11,365
Latina,Puerta del Angel,40.4090965412039,-3.7273774788053,Private room,12,4,12,0.47,11,365
Latina,Puerta del Angel,40.4108856779846,-3.7272259268490804,Private room,12,4,6,0.25,11,365
Ciudad Lineal,Pueblo Nuevo,40.4289484600669,-3.63259885984034,Private room,20,1,30,1.37,3,348
Chamberí,Arapiles,40.430722261973706,-3.70807622387793,Entire home/apt,70,2,2,0.09,26,313
