Source,18936161,113301403,158487331,213969309,214413743,224201809,249694071,262230432,315373823,353786894,412659618,426488154,475936983,478492840,507672047,516464106,537951506,2827589488
18936161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
113301403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158487331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213969309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214413743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
224201809,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
249694071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
262230432,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1
315373823,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
353786894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
412659618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
426488154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
475936983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
478492840,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
507672047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
516464106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
537951506,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0
2827589488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
