Source,Target,Weight
394892872,1196442078923890689,1
516464106,30969644,1
214413743,2811223651,1
516464106,275575393,1
353786894,112796335,1
213969309,251716551,1
213969309,461032683,1
213969309,880744466,1
213969309,796379897547456512,1
213969309,2813529350,1
507672047,214835263,1
516464106,24494557,1
516464106,264787053,1
537951506,443048842,1
516464106,520480267,1
262230432,987831605115924480,1
394892872,216299334,1
394892872,259143595,1
213969309,388755726,1
213969309,394892872,1
537951506,38485549,1
394892872,1115606832330895360,1
213969309,804195306,1
516464106,880087776,1
537951506,156606331,1
516464106,1427544619,1
516464106,1205532788,1
537951506,68674747,1
516464106,273538402,1
537951506,89674958,1
213969309,64929124,1
394892872,90636188,1
262230432,703581570,1
394892872,295345685,1
394892872,338299807,1
394892872,42080693,1
516464106,1084519470,1
214413743,1591083258,1
537951506,1498984512,1
353786894,91996343,1
262230432,716663341561856001,1
537951506,14082692,1
537951506,4854457427,1
213969309,1148580931,1
214413743,1064042478,1
353786894,249186003,1
262230432,18936161,1
213969309,305137579,1
213969309,1177200942,1
213969309,54060157,1
394892872,160926944,1
353786894,53767638,1
537951506,2219240586,1
213969309,68367000,1
902951244549038081,301521704,1
213969309,97497690,1
214413743,326889905,1
537951506,388421804,1
262230432,1538331162,1
353786894,3097815171,1
213969309,14293310,1
537951506,1548317628,1
214413743,17540485,1
213969309,270901752,1
516464106,2833479421,1
516464106,21893593,1
353786894,41785723,1
213969309,2362916395,1
262230432,201185868,1
353786894,281635993,1
537951506,917380349381943296,1
394892872,25729844,1
537951506,703751091,1
516464106,17991516,1
537951506,69534677,1
353786894,17229160,1
537951506,1144748396,1
516464106,910272702,1
507672047,353786894,1
213969309,471391075,1
394892872,248655839,1
213969309,627710324,1
507672047,106146884,1
214413743,537951506,1
213969309,8923182,1
537951506,569138069,1
516464106,607327599,1
213969309,2434072561,1
516464106,2506118940,1
902951244549038081,219422455,1
214413743,105106802,1
213969309,4852859639,1
537951506,1514446526,1
394892872,230845588,1
353786894,95023423,1
537951506,949238890912731137,1
213969309,72839595,1
394892872,461922813,1
213969309,24621955,1
537951506,137664676,1
213969309,371717957,1
213969309,34613288,1
507672047,309446385,1
213969309,176486829,1
537951506,3020236078,1
516464106,239172505,1
516464106,246735213,1
516464106,1007543311912054784,1
537951506,370056930,1
353786894,36339032,1
537951506,1725137533,1
213969309,131275346,1
213969309,211512883,1
213969309,2769471202,1
902951244549038081,2359476565,1
394892872,31401945,1
353786894,2281973432,1
262230432,246529246,1
213969309,49944178,1
262230432,368276033,1
213969309,1733131633,1
394892872,436646013,1
213969309,48973347,1
902951244549038081,26235265,1
213969309,787446301961101312,1
353786894,1107348942386352128,1
537951506,41137913,1
213969309,205343400,1
214413743,271287963,1
507672047,607281049,1
516464106,98821255,1
353786894,73395319,1
537951506,497110024,1
537951506,2337130332,1
214413743,62930327,1
537951506,153060554,1
516464106,1039791163,1
394892872,26235265,1
516464106,376369856,1
516464106,82274636,1
394892872,128155589,1
213969309,4612292957,1
262230432,368381739,1
394892872,40570695,1
213969309,24671834,1
213969309,203430438,1
213969309,204919415,1
353786894,110918338,1
213969309,219429467,1
213969309,142385519,1
516464106,1124064709295128581,1
537951506,3971623697,1
213969309,296176566,1
214413743,337327788,1
537951506,36595064,1
213969309,28420827,1
213969309,1158778426637074433,1
213969309,21111883,1
394892872,527414178,1
262230432,562953960,1
516464106,3108015385,1
537951506,224201809,1
213969309,1648012274,1
214413743,45342709,1
353786894,163335400,1
394892872,17336417,1
214413743,18132032,1
516464106,1474582112,1
213969309,525208028,1
213969309,116362700,1
213969309,392810046,1
516464106,1241015653,1
537951506,806513334967214080,1
537951506,1639897656,1
213969309,17441447,1
516464106,286196788,1
213969309,20600235,1
353786894,188039706,1
537951506,92096311,1
516464106,20232903,1
394892872,123897382,1
262230432,718180293962776577,1
353786894,69008563,1
213969309,170863272,1
213969309,17866834,1
353786894,358921502,1
902951244549038081,4852859639,1
516464106,155620461,1
353786894,436933792,1
516464106,1244597756,1
213969309,89019457,1
213969309,2217553644,1
537951506,898704629344518148,1
353786894,41562632,1
394892872,1020974738,1
516464106,197444594,1
394892872,146813134,1
537951506,46141753,1
394892872,70656063,1
353786894,179414795,1
262230432,93819292,1
214413743,39956893,1
394892872,314800268,1
213969309,7589572,1
213969309,1043142212,1
537951506,402629721,1
213969309,2762900763,1
213969309,20457051,1
213969309,108760644,1
394892872,4852859639,1
353786894,224362490,1
213969309,14055301,1
537951506,231992478,1
902951244549038081,1077080132,1
516464106,94788796,1
516464106,450105721,1
537951506,915560095,1
213969309,2396050928,1
213969309,1255237723,1
394892872,267220090,1
516464106,64199387,1
537951506,62325140,1
537951506,102789583,1
353786894,380929976,1
394892872,902951244549038081,1
353786894,80324287,1
213969309,35094637,1
516464106,241312286,1
537951506,115044590,1
394892872,55380356,1
214413743,44322834,1
213969309,1065549506,1
353786894,598524724,1
537951506,736341350,1
516464106,154221292,1
537951506,2261896773,1
537951506,525208028,1
213969309,38855581,1
516464106,2882426554,1
353786894,386628460,1
537951506,71308607,1
537951506,20600235,1
262230432,243794759,1
516464106,4572128140,1
516464106,995979576,1
213969309,1664704148,1
394892872,239796110,1
213969309,33933259,1
214413743,970154557,1
516464106,37921477,1
537951506,1174486086,1
516464106,43110738,1
213969309,2341103802,1
353786894,365311325,1
394892872,316989623,1
394892872,227710415,1
537951506,235910394,1
537951506,157055308,1
516464106,3060339928,1
213969309,198560066,1
507672047,479265563,1
213969309,432507102,1
516464106,16681420,1
394892872,8161232,1
902951244549038081,82322622,1
213969309,359317554,1
262230432,256569627,1
213969309,358996059,1
516464106,32340023,1
902951244549038081,4243890981,1
213969309,443790738,1
353786894,190659576,1
213969309,153694176,1
353786894,60706671,1
213969309,181572333,1
507672047,442190990,1
353786894,56655134,1
262230432,321388777,1
353786894,487468351,1
516464106,259143595,1
214413743,150490233,1
353786894,556260847,1
516464106,2194009618,1
394892872,215952307,1
213969309,223841564,1
537951506,196611071,1
213969309,207531430,1
516464106,19918839,1
213969309,1348494217,1
214413743,288092543,1
516464106,736451774,1
213969309,26281077,1
353786894,195199790,1
213969309,18220175,1
394892872,134402553,1
516464106,2742056954,1
214413743,57405172,1
516464106,257505939,1
516464106,78502161,1
213969309,166215202,1
213969309,3004231,1
537951506,248807431,1
213969309,15126525,1
516464106,42080693,1
213969309,217583912,1
262230432,894646935436623873,1
262230432,1011570977816432640,1
394892872,706563526530355200,1
213969309,60608605,1
353786894,296783352,1
262230432,21710527,1
213969309,3113778663,1
516464106,77461238,1
213969309,41740613,1
394892872,20517081,1
262230432,249186003,1
507672047,214413743,1
213969309,158487331,1
213969309,17749407,1
507672047,407952890,1
213969309,728283781,1
353786894,2253219642,1
394892872,562852503,1
394892872,44122009,1
353786894,211598667,1
537951506,409892127,1
353786894,301921037,1
353786894,229447010,1
516464106,3049933093,1
537951506,34225599,1
507672047,98981085,1
537951506,178742348,1
213969309,404533704,1
537951506,432507102,1
214413743,519569566,1
213969309,376481231,1
537951506,183310558,1
516464106,1635567745,1
902951244549038081,516464106,1
213969309,118999136,1
507672047,28297965,1
213969309,266189468,1
516464106,62122150,1
262230432,1331348946996895747,1
353786894,591331644,1
213969309,22155975,1
516464106,175420754,1
516464106,264348057,1
213969309,22086481,1
516464106,418147815,1
516464106,301521704,1
537951506,64725596,1
214413743,45843783,1
537951506,707494670,1
213969309,96658827,1
537951506,614529484,1
537951506,336761705,1
537951506,103821088,1
213969309,21845792,1
394892872,892376924856745984,1
516464106,1596940411,1
213969309,49346330,1
213969309,610323010,1
213969309,813286,1
213969309,369789069,1
394892872,516464106,1
507672047,57099808,1
353786894,321021481,1
537951506,602758870,1
262230432,563331028,1
537951506,368915372,1
507672047,970154557,1
537951506,1311627152,1
213969309,2201168993,1
507672047,118921833,1
353786894,1322807450,1
537951506,18936161,1
213969309,25027806,1
213969309,281074691,1
214413743,1848470713,1
262230432,36339032,1
537951506,158487331,1
353786894,105830515,1
214413743,40837929,1
516464106,167806135,1
394892872,24871778,1
213969309,40915934,1
516464106,19762524,1
537951506,412659618,1
507672047,113195690,1
353786894,143539576,1
353786894,246772342,1
213969309,1221908557,1
537951506,210941573,1
394892872,77574948,1
213969309,257941201,1
394892872,268325101,1
537951506,594802359,1
507672047,414248813,1
507672047,162835089,1
516464106,932550269967175680,1
537951506,1630863002,1
394892872,21396136,1
537951506,2674450344,1
516464106,1044724247900426241,1
394892872,155642429,1
394892872,318967677,1
516464106,720303639277928448,1
353786894,16240253,1
213969309,19777398,1
213969309,2812768561,1
902951244549038081,3063082745,1
353786894,2336701140,1
213969309,421399920,1
394892872,50883209,1
213969309,1206047737,1
537951506,175432669,1
537951506,329686741,1
537951506,4263884412,1
537951506,282489947,1
394892872,79412477,1
516464106,26235265,1
537951506,156635674,1
516464106,112289040,1
537951506,813286,1
213969309,22124284,1
213969309,28897926,1
213969309,1534075933,1
213969309,18685080,1
213969309,111280097,1
516464106,806108849639931904,1
516464106,208034373,1
537951506,91062278,1
353786894,87541152,1
353786894,501836993,1
213969309,26264871,1
214413743,41785723,1
516464106,142204955,1
214413743,796865185,1
394892872,112785317,1
213969309,71223470,1
214413743,847123669,1
537951506,249694071,1
537951506,1961047861,1
213969309,236389157,1
394892872,931712743,1
516464106,79319762,1
516464106,168630392,1
262230432,1287271219,1
507672047,48579013,1
394892872,1148332369,1
213969309,268852436,1
394892872,45112524,1
262230432,69008563,1
213969309,1292923105,1
213969309,2815728328,1
213969309,1590363918,1
537951506,1595318378,1
507672047,720949217506811904,1
213969309,329112005,1
213969309,982127564,1
353786894,309745121,1
213969309,2252793199,1
213969309,37672107,1
213969309,352883307,1
262230432,2986992017,1
537951506,1221908557,1
394892872,2411197734,1
537951506,578781089,1
394892872,506269108,1
537951506,631133410,1
213969309,93819292,1
537951506,102076372,1
213969309,2303336750,1
213969309,191879849,1
213969309,1290822972,1
213969309,503569030,1
516464106,1858288124,1
516464106,265483421,1
537951506,48391223,1
213969309,107167985,1
516464106,15873108,1
213969309,17461978,1
394892872,112856028,1
902951244549038081,184329890,1
213969309,31224982,1
214413743,6446742,1
213969309,183116083,1
516464106,2907826757,1
394892872,2468867124,1
394892872,951367680,1
507672047,193047282,1
213969309,2520927496,1
537951506,81828409,1
516464106,932587838453010432,1
537951506,1231506325,1
537951506,875840600,1
353786894,25862956,1
516464106,53343256,1
507672047,443804285,1
262230432,80324287,1
213969309,2501367204,1
394892872,184329890,1
537951506,23575595,1
507672047,89774467,1
394892872,368276033,1
213969309,2522974178,1
213969309,23006794,1
516464106,168623183,1
353786894,398284839,1
394892872,16143542,1
213969309,593796512,1
516464106,51032310,1
516464106,307286301,1
394892872,22622572,1
214413743,523766497,1
537951506,977020204071792641,1
902951244549038081,262230432,1
262230432,475936983,1
213969309,23065354,1
214413743,420978767,1
516464106,1077080132,1
394892872,242923013,1
262230432,589103445,1
262230432,301678233,1
394892872,138041655,1
516464106,121650893,1
516464106,1349672054,1
537951506,162840111,1
353786894,21200516,1
507672047,364612474,1
537951506,3881212043,1
507672047,2470554600,1
213969309,20335914,1
394892872,138456571,1
507672047,261724370,1
394892872,152311683,1
394892872,262230432,1
213969309,2563290106,1
516464106,496166820,1
214413743,707241329433190400,1
353786894,105451020,1
353786894,1423506588,1
516464106,239796110,1
353786894,213969309,1
537951506,93819292,1
213969309,1186194762,1
537951506,331337903,1
516464106,316989623,1
537951506,1943324760,1
213969309,47196766,1
516464106,534801397,1
902951244549038081,718180293962776577,1
516464106,132471744,1
537951506,185562211,1
353786894,443928046,1
213969309,444043048,1
516464106,3256068152,1
213969309,379359269,1
213969309,23613479,1
394892872,111280097,1
353786894,47395667,1
516464106,1122419670,1
213969309,160906926,1
213969309,109328430,1
507672047,30969644,1
214413743,69008563,1
213969309,96669212,1
213969309,20565284,1
516464106,634776678,1
394892872,437610627,1
213969309,184910040,1
213969309,417074878,1
516464106,4105585240,1
394892872,78030647,1
214413743,41562632,1
213969309,10302222,1
537951506,550811350,1
214413743,97305237,1
394892872,226087776,1
537951506,495945904,1
213969309,42511158,1
537951506,822237658630025217,1
213969309,11348282,1
537951506,2236860467,1
262230432,1098828360,1
394892872,113355808,1
213969309,24929621,1
213969309,28165335,1
516464106,28105233,1
537951506,2788626986,1
507672047,2873763009,1
507672047,540216621,1
213969309,226889468,1
537951506,766170595470049280,1
394892872,77688594,1
214413743,24871896,1
394892872,407682390,1
213969309,320868455,1
537951506,382089926,1
213969309,22266283,1
262230432,1144279061348462592,1
213969309,16544437,1
213969309,327079059,1
516464106,20517081,1
213969309,300495594,1
213969309,18812572,1
262230432,1391917958,1
537951506,507672047,1
262230432,229447010,1
516464106,14100010,1
262230432,950341134,1
353786894,418531720,1
353786894,23505298,1
516464106,44122009,1
213969309,35117415,1
516464106,101429458,1
507672047,448726686,1
902951244549038081,243794759,1
213969309,31239408,1
213969309,6249572,1
214413743,16348455,1
262230432,1005827778,1
213969309,2444302316,1
353786894,607281049,1
394892872,1337785291,1
516464106,520680837,1
394892872,223851869,1
213969309,1143472657,1
394892872,243794759,1
214413743,42900685,1
516464106,523065604,1
537951506,88672929,1
262230432,1093333477,1
537951506,30969644,1
353786894,800536976,1
537951506,169033771,1
213969309,2471739785,1
213969309,21093744,1
537951506,21710527,1
213969309,1046090203,1
213969309,1108050829393707008,1
213969309,406819338,1
213969309,297853381,1
516464106,816972201429565440,1
394892872,317964118,1
214413743,223299859,1
214413743,519469273,1
353786894,110999963,1
214413743,6761682,1
213969309,465723566,1
213969309,442947616,1
353786894,1573051255,1
213969309,587679454,1
516464106,387262364,1
507672047,1097863435919024128,1
537951506,3164670655,1
353786894,45578562,1
516464106,31645687,1
537951506,430554250,1
394892872,406451141,1
213969309,169686021,1
213969309,48410093,1
902951244549038081,113301403,1
516464106,24871778,1
516464106,20624564,1
213969309,248745292,1
353786894,354198516,1
902951244549038081,2650413864,1
507672047,146430315,1
213969309,61049122,1
213969309,23627469,1
516464106,352946185,1
213969309,1410469776,1
262230432,16663336,1
537951506,231852352,1
214413743,195199790,1
537951506,411591978,1
353786894,38381308,1
353786894,1001841554183606272,1
213969309,239172505,1
353786894,537951506,1
262230432,16240253,1
394892872,113301403,1
213969309,386420143,1
213969309,21801827,1
353786894,101485496,1
516464106,155642429,1
353786894,413383203,1
516464106,703581570,1
516464106,318967677,1
213969309,18222378,1
213969309,850785200,1
213969309,21772752,1
213969309,207667492,1
537951506,102119096,1
537951506,426808959,1
214413743,116757352,1
394892872,1469175054,1
516464106,50883209,1
537951506,402274197,1
516464106,196618084,1
537951506,1143472657,1
213969309,168263918,1
394892872,21701217,1
213969309,738396738,1
507672047,156997331,1
353786894,1631317417,1
213969309,32959253,1
353786894,114729566,1
516464106,2698579249,1
213969309,168542533,1
394892872,468551805,1
516464106,185372900,1
537951506,2222976084,1
213969309,32845659,1
507672047,819874788537761792,1
213969309,133880286,1
507672047,705315404089069568,1
214413743,373181381,1
262230432,87541152,1
537951506,832044229752819712,1
353786894,429884655,1
213969309,25879140,1
537951506,61894608,1
516464106,287077661,1
394892872,998117186,1
507672047,553689508,1
394892872,2853456283,1
537951506,2900662775,1
394892872,281635993,1
516464106,112785317,1
214413743,29774933,1
213969309,28862745,1
507672047,1172069016699117568,1
516464106,803485238,1
353786894,266293743,1
507672047,16348455,1
516464106,1148332369,1
507672047,23440052,1
213969309,482425211,1
213969309,115686791,1
213969309,55780632,1
213969309,23889634,1
213969309,40851965,1
213969309,2766245131,1
214413743,19159855,1
516464106,1880574811,1
537951506,2789608612,1
214413743,66780587,1
214413743,40048432,1
394892872,250071522,1
516464106,366437908,1
537951506,239172505,1
213969309,15846407,1
507672047,91847628,1
353786894,45928213,1
262230432,484657858,1
394892872,455214827,1
353786894,64725596,1
213969309,382560919,1
214413743,7018872,1
537951506,718163917835476997,1
353786894,336761705,1
537951506,78342014,1
394892872,296908199,1
394892872,36339032,1
516464106,798219859809234944,1
213969309,155620461,1
537951506,3060152817,1
353786894,267274202,1
353786894,183387449,1
214413743,44555996,1
214413743,246772342,1
394892872,50003640,1
213969309,14423603,1
214413743,398366631,1
214413743,28247294,1
537951506,277075419,1
213969309,192685104,1
353786894,293032059,1
214413743,250791554,1
516464106,989993370058657793,1
516464106,184329890,1
516464106,246529246,1
516464106,368276033,1
537951506,1443474499,1
537951506,65042904,1
516464106,1134552730146500608,1
516464106,16143542,1
394892872,1186567051,1
262230432,142334370,1
516464106,22622572,1
516464106,16148062,1
394892872,5402612,1
516464106,891832270360723457,1
902951244549038081,971608718,1
516464106,10503302,1
537951506,459394056,1
213969309,53161423,1
213969309,3014299882,1
214413743,346925656,1
353786894,151123001,1
537951506,2155215398,1
353786894,19267015,1
353786894,33915140,1
353786894,214413743,1
516464106,242923013,1
262230432,46114809,1
353786894,407952890,1
213969309,4052757497,1
537951506,322593796,1
214413743,55353207,1
537951506,456041269,1
353786894,504911569,1
516464106,244581900,1
213969309,2401256965,1
213969309,268414482,1
262230432,213969309,1
394892872,110918338,1
516464106,262230432,1
394892872,971608718,1
213969309,69969322,1
537951506,23440052,1
353786894,252055463,1
394892872,46388541,1
262230432,978586015987200001,1
537951506,2277511217,1
262230432,543582006,1
507672047,1935911353,1
902951244549038081,69008563,1
213969309,33900164,1
214413743,87541152,1
262230432,1357114675,1
353786894,261895325,1
213969309,175025658,1
537951506,101664219,1
213969309,29312953,1
537951506,807735986,1
214413743,198624698,1
213969309,28893235,1
516464106,2375037612,1
537951506,382560919,1
537951506,2365743566,1
353786894,28297965,1
516464106,2991273945,1
213969309,14872237,1
537951506,252327883,1
902951244549038081,179414795,1
214413743,93091480,1
516464106,1677541939,1
394892872,69008563,1
516464106,22412376,1
394892872,1903382054,1
213969309,433525195,1
353786894,59429920,1
213969309,490756890,1
394892872,221817464,1
537951506,389438626,1
537951506,9740952,1
516464106,718180293962776577,1
213969309,403648134,1
394892872,17833316,1
213969309,29817035,1
353786894,57099808,1
394892872,19458048,1
213969309,722321498,1
394892872,97305237,1
353786894,14063426,1
353786894,970154557,1
537951506,422716387,1
507672047,25986796,1
353786894,118921833,1
516464106,113355808,1
353786894,64055228,1
213969309,926327125,1
516464106,829932286090948608,1
213969309,815522172,1
262230432,550414683,1
353786894,1298738509,1
262230432,1178535620,1
516464106,832006631244316672,1
213969309,41894625,1
213969309,217282526,1
262230432,4871383299,1
213969309,47720230,1
353786894,57057453,1
213969309,278951300,1
516464106,117299815,1
353786894,1640169925,1
516464106,406566593,1
516464106,116983337,1
902951244549038081,589103445,1
213969309,29718202,1
262230432,140475562,1
537951506,16144151,1
537951506,478492840,1
213969309,226216272,1
213969309,401451210,1
213969309,90636188,1
516464106,104840893,1
213969309,78502161,1
213969309,295345685,1
516464106,1271669040,1
213969309,73992972,1
213969309,338299807,1
353786894,1626218484,1
537951506,133663801,1
394892872,20775856,1
516464106,74153895,1
353786894,54359532,1
214413743,33866397,1
394892872,196235064,1
262230432,607281049,1
353786894,75517951,1
394892872,475936983,1
394892872,301678233,1
394892872,496969269,1
394892872,167922686,1
516464106,3258981481,1
516464106,20765987,1
353786894,23575595,1
537951506,2303406624,1
213969309,160926944,1
537951506,37921477,1
902951244549038081,2221276261,1
262230432,813177305170411520,1
507672047,4447513937,1
507672047,344634424,1
394892872,455801373,1
537951506,490756890,1
214413743,213969309,1
537951506,270726905,1
537951506,504143250,1
516464106,243794759,1
516464106,269969340,1
213969309,401681146,1
353786894,110755259,1
394892872,2221276261,1
394892872,83870452,1
516464106,317964118,1
213969309,1263991758,1
262230432,45578562,1
213969309,204455396,1
213969309,561425395,1
537951506,822564395448406017,1
507672047,14082692,1
537951506,259143595,1
516464106,256569627,1
262230432,750966110,1
213969309,26113869,1
537951506,62873433,1
214413743,310463188,1
214413743,353786894,1
902951244549038081,1098828360,1
262230432,421957377,1
394892872,83454764,1
214413743,65477401,1
394892872,556260847,1
213969309,2731624336,1
213969309,248655839,1
516464106,233606593,1
213969309,196095394,1
516464106,22169773,1
213969309,21317078,1
537951506,90636188,1
537951506,2742056954,1
537951506,78502161,1
537951506,295345685,1
213969309,48459607,1
262230432,537951506,1
213969309,1398697484,1
394892872,1098828360,1
213969309,283527719,1
516464106,231183280,1
394892872,2817048199,1
537951506,24738644,1
353786894,315357209,1
394892872,158261220,1
262230432,795706005816561664,1
537951506,278600503,1
213969309,51165711,1
213969309,19087563,1
213969309,49153854,1
213969309,19762524,1
213969309,46785439,1
537951506,3302900980,1
537951506,437520768,1
537951506,300887235,1
213969309,29445539,1
213969309,17753033,1
214413743,415281877,1
516464106,21710527,1
516464106,507534639,1
213969309,55457727,1
394892872,124447210,1
537951506,604773772,1
537951506,3699668893,1
213969309,25365536,1
353786894,207071479,1
537951506,809692112916803585,1
537951506,53058365,1
516464106,52739713,1
394892872,229447010,1
213969309,140409019,1
516464106,429012364,1
516464106,1858526425,1
353786894,379207068,1
537951506,1635567745,1
537951506,435368416,1
394892872,2340019143,1
213969309,790054376,1
537951506,264348057,1
516464106,19040580,1
394892872,377445607,1
262230432,108247668,1
537951506,1757667020,1
537951506,1044826291,1
213969309,35397242,1
353786894,485511296,1
214413743,115044590,1
353786894,566356028,1
213969309,1446563042,1
213969309,26235265,1
516464106,281635993,1
213969309,128155589,1
537951506,406509362,1
262230432,2446919082,1
213969309,25421094,1
353786894,89194184,1
537951506,310203348,1
537951506,71370894,1
537951506,248655839,1
213969309,278962979,1
213969309,329281033,1
214413743,525208028,1
537951506,522342621,1
394892872,336566117,1
394892872,321021481,1
537951506,119260859,1
353786894,462346627,1
214413743,20600235,1
516464106,335651862,1
213969309,149726145,1
262230432,45575696,1
537951506,235984043,1
516464106,1550660148,1
213969309,28035260,1
537951506,469642099,1
214413743,170863272,1
507672047,36783122,1
214413743,1174486086,1
516464106,286505380,1
516464106,612372274,1
353786894,59841416,1
516464106,246596682,1
213969309,330504800,1
262230432,1292827306428424194,1
214413743,1968679394,1
213969309,21133007,1
262230432,320987486,1
537951506,175479505,1
213969309,36008570,1
516464106,50003640,1
507672047,120157552,1
213969309,5528562,1
394892872,22903129,1
537951506,247216854,1
213969309,225164953,1
213969309,146813134,1
213969309,80811447,1
262230432,890958722402582528,1
507672047,4852859639,1
213969309,35859588,1
353786894,2873763009,1
394892872,528138196,1
516464106,363176317,1
507672047,1026405590824828930,1
516464106,1186567051,1
516464106,19503627,1
213969309,1683584335,1
213969309,764581088,1
214413743,101485496,1
213969309,381648806,1
214413743,67494940,1
516464106,20474687,1
213969309,14123683,1
213969309,1581230341,1
262230432,214413743,1
537951506,201829618,1
902951244549038081,106465580,1
394892872,606528011,1
213969309,2412685876,1
213969309,32453930,1
516464106,147973743,1
213969309,250693424,1
537951506,26235265,1
213969309,46257156,1
353786894,393380570,1
537951506,128155589,1
213969309,322719842,1
213969309,902951244549038081,1
507672047,514629390,1
213969309,19058681,1
353786894,52686916,1
537951506,147558951,1
353786894,211269846,1
353786894,108994652,1
213969309,44084633,1
213969309,793861356,1
516464106,971608718,1
537951506,627673190,1
516464106,357294577,1
394892872,333581964,1
537951506,1374634446,1
394892872,87541152,1
394892872,1146085999,1
214413743,97082147,1
262230432,886426412,1
516464106,19199375,1
537951506,18332190,1
394892872,1086123864,1
213969309,79028696,1
213969309,738591266,1
213969309,1572543199,1
507672047,325164911,1
353786894,54711948,1
213969309,222763313,1
213969309,214505883,1
213969309,319148815,1
507672047,102789583,1
537951506,74594552,1
516464106,69008563,1
213969309,28209292,1
213969309,144884794,1
516464106,3332662143,1
213969309,939091,1
516464106,848592496015888384,1
262230432,1348244611022680065,1
537951506,1020974738,1
516464106,221817464,1
353786894,472828135,1
214413743,183310558,1
213969309,313295547,1
394892872,538031518,1
537951506,303765136,1
394892872,20186756,1
213969309,2181174975,1
213969309,478958969,1
213969309,20400636,1
537951506,371780811,1
213969309,229454266,1
537951506,4852859639,1
516464106,188109073,1
537951506,566680694,1
537951506,2539953192,1
394892872,114751059,1
213969309,73438486,1
213969309,20646711,1
537951506,97008507,1
213969309,479315245,1
213969309,39290661,1
213969309,148806206,1
213969309,121078420,1
213969309,18625669,1
537951506,267220090,1
262230432,920582396793278465,1
353786894,4691127572,1
537951506,902951244549038081,1
353786894,15095537,1
213969309,215952307,1
394892872,48732915,1
353786894,229042636,1
262230432,414248813,1
516464106,551737989,1
516464106,448976021,1
537951506,307286301,1
213969309,21447363,1
262230432,20374908,1
353786894,1225135152,1
213969309,1650099428,1
213969309,25804151,1
214413743,89225719,1
507672047,235910394,1
507672047,157055308,1
353786894,214010563,1
537951506,37342539,1
516464106,2308368896,1
213969309,171174540,1
213969309,203889742,1
516464106,14604870,1
213969309,138372303,1
537951506,121650893,1
507672047,313245901,1
902951244549038081,213969309,1
353786894,107872957,1
213969309,15764644,1
516464106,135358754,1
902951244549038081,189829354,1
213969309,34343928,1
516464106,515933811,1
214413743,710741541640228864,1
394892872,21200516,1
516464106,301678233,1
353786894,56652148,1
394892872,234550196,1
353786894,24871896,1
213969309,873225362,1
353786894,1131131095,1
213969309,759251,1
537951506,1258919365,1
213969309,19405774,1
213969309,241650413,1
537951506,265618431,1
507672047,3811833492,1
213969309,394399462,1
537951506,316989623,1
394892872,213969309,1
516464106,455801373,1
262230432,1196462229811531777,1
262230432,4201552600,1
214413743,249433344,1
213969309,52085092,1
353786894,17508484,1
516464106,1412776508,1
394892872,81187403,1
213969309,1037633133523423232,1
516464106,343479206,1
394892872,1053294634598842368,1
262230432,267304766,1
262230432,86221966,1
394892872,529612271,1
213969309,2416209834,1
353786894,282637448,1
262230432,215592250,1
537951506,41318264,1
353786894,21014439,1
213969309,754823287,1
537951506,435802919,1
214413743,28297965,1
213969309,30354991,1
213969309,1590531002,1
516464106,238431491,1
516464106,83870452,1
394892872,442136612,1
213969309,1908540475,1
516464106,1708443876,1
516464106,2559865245,1
537951506,63262033,1
213969309,773280684173463552,1
507672047,607002158,1
213969309,58462957,1
213969309,99972077,1
213969309,19329393,1
394892872,353786894,1
394892872,250588578,1
353786894,23440052,1
213969309,2195502974,1
213969309,269955099,1
516464106,57266867,1
213969309,20817934,1
537951506,82322622,1
516464106,1018210472,1
213969309,1451296460,1
516464106,4835646819,1
537951506,402784738,1
213969309,264059376,1
213969309,114052770,1
213969309,155927976,1
516464106,556260847,1
537951506,28105233,1
213969309,516464106,1
394892872,416264360,1
902951244549038081,229454266,1
213969309,42893223,1
213969309,2447234502,1
394892872,757979287790182400,1
214413743,118921833,1
213969309,17174309,1
262230432,1318976176480833537,1
353786894,158063315,1
353786894,67613844,1
537951506,364399058,1
537951506,706563526530355200,1
214413743,27043533,1
214413743,38026892,1
516464106,827675748,1
516464106,1121441719,1
507672047,183310558,1
537951506,244906949,1
507672047,277418664,1
353786894,222425321,1
262230432,2847193157,1
394892872,309366491,1
394892872,156761314,1
537951506,351870913,1
213969309,256881576,1
214413743,20358637,1
537951506,43967367,1
213969309,61593861,1
507672047,17923624,1
214413743,555076123,1
214413743,34576430,1
213969309,897822425991311365,1
394892872,726288434,1
537951506,104191416,1
516464106,116278670,1
507672047,1266080942227099653,1
537951506,63490735,1
516464106,229447010,1
213969309,378912984,1
262230432,492976223,1
516464106,1012470011078762496,1
507672047,248879448,1
394892872,607281049,1
213969309,62290422,1
213969309,121034444,1
537951506,2562969595,1
537951506,432703762,1
213969309,219336956,1
213969309,1173786858,1
213969309,734492654755577858,1
353786894,53047484,1
213969309,50883209,1
213969309,1552996111,1
213969309,327044036,1
262230432,2650413864,1
214413743,21586418,1
353786894,145992645,1
537951506,187776880,1
537951506,892376924856745984,1
214413743,117621915,1
213969309,609057571,1
262230432,1314816266,1
213969309,3063082745,1
537951506,516464106,1
353786894,116757352,1
537951506,344615243,1
537951506,400771413,1
507672047,72887574,1
537951506,384328131,1
213969309,2305825795,1
537951506,2637582405,1
537951506,2447234502,1
