Source,Target,Type,Id,Weight
537951506,412659618,Undirected,7793,1
213969309,83855918,Undirected,6990,1
213969309,191879849,Undirected,7879,1
537951506,36339032,Undirected,6095,1
353786894,36339032,Undirected,7514,1
262230432,36339032,Undirected,7785,1
213969309,204074545,Undirected,8989,1
537951506,204074545,Undirected,9053,1
537951506,496969269,Undirected,6231,1
213969309,971608718,Undirected,6074,1
537951506,971608718,Undirected,6155,1
516464106,971608718,Undirected,8515,1
516464106,52686916,Undirected,6431,1
537951506,52686916,Undirected,7066,1
353786894,52686916,Undirected,8509,1
213969309,69008563,Undirected,6101,1
213969309,41562632,Undirected,6116,1
213969309,123577980,Undirected,6136,1
213969309,556260847,Undirected,6213,1
213969309,21200516,Undirected,6445,1
213969309,353786894,Undirected,6479,1
213969309,45578562,Undirected,6588,1
213969309,30180137,Undirected,6621,1
213969309,151123001,Undirected,6712,1
213969309,40837929,Undirected,6896,1
213969309,10228272,Undirected,6960,1
213969309,38170974,Undirected,7024,1
213969309,24672558,Undirected,7070,1
213969309,397306167,Undirected,7156,1
213969309,54502344,Undirected,7181,1
213969309,108568373,Undirected,7242,1
213969309,68674747,Undirected,7364,1
213969309,29268463,Undirected,7367,1
213969309,170863272,Undirected,7588,1
213969309,158487331,Undirected,7722,1
213969309,813286,Undirected,7768,1
213969309,111280097,Undirected,7834,1
213969309,35117415,Undirected,8020,1
213969309,1143472657,Undirected,8033,1
213969309,386420143,Undirected,8089,1
213969309,155620461,Undirected,8173,1
213969309,14872237,Undirected,8251,1
213969309,90636188,Undirected,8304,1
213969309,295345685,Undirected,8307,1
213969309,248655839,Undirected,8365,1
213969309,19762524,Undirected,8389,1
213969309,128155589,Undirected,8430,1
213969309,146813134,Undirected,8474,1
213969309,32453930,Undirected,8498,1
213969309,229454266,Undirected,8556,1
213969309,215952307,Undirected,8575,1
213969309,1037633133523423232,Undirected,8631,1
213969309,155927976,Undirected,8673,1
213969309,516464106,Undirected,8676,1
213969309,3063082745,Undirected,8739,1
213969309,1337785291,Undirected,8920,1
537951506,213969309,Undirected,6530,1
262230432,213969309,Undirected,8223,1
537951506,113301403,Undirected,9048,1
353786894,138041655,Undirected,7244,1
537951506,3063082745,Undirected,8807,1
537951506,4854457427,Undirected,7447,1
537951506,37680901,Undirected,6358,1
516464106,37680901,Undirected,8753,1
537951506,53047484,Undirected,7292,1
353786894,53047484,Undirected,8727,1
353786894,2375037612,Undirected,7278,1
516464106,2375037612,Undirected,8246,1
537951506,2375037612,Undirected,8913,1
516464106,24672558,Undirected,6495,1
537951506,475936983,Undirected,6228,1
262230432,475936983,Undirected,7923,1
537951506,2853456283,Undirected,9090,1
537951506,931712743,Undirected,8821,1
516464106,307286301,Undirected,7918,1
537951506,307286301,Undirected,8581,1
537951506,235910394,Undirected,7661,1
353786894,235910394,Undirected,9070,1
353786894,259143595,Undirected,6717,1
516464106,259143595,Undirected,7684,1
537951506,259143595,Undirected,8352,1
537951506,23440052,Undirected,8228,1
353786894,23440052,Undirected,8661,1
516464106,286196788,Undirected,7580,1
262230432,249694071,Undirected,6510,1
537951506,249694071,Undirected,7847,1
516464106,479265563,Undirected,6087,1
516464106,19267015,Undirected,6144,1
516464106,207071479,Undirected,6327,1
516464106,19916572,Undirected,6340,1
516464106,10228272,Undirected,6386,1
516464106,245556939,Undirected,6429,1
516464106,265352508,Undirected,6458,1
516464106,56652148,Undirected,6524,1
516464106,120088875,Undirected,6571,1
516464106,397306167,Undirected,6577,1
516464106,54502344,Undirected,6597,1
516464106,28247294,Undirected,6710,1
516464106,1464295423,Undirected,6726,1
516464106,38485549,Undirected,6728,1
516464106,68674747,Undirected,6737,1
516464106,115044590,Undirected,6937,1
516464106,736341350,Undirected,6949,1
516464106,49391820,Undirected,7008,1
516464106,315373823,Undirected,7030,1
516464106,707494670,Undirected,7068,1
516464106,102076372,Undirected,7198,1
516464106,1231506325,Undirected,7219,1
516464106,23575595,Undirected,7228,1
516464106,162840111,Undirected,7256,1
516464106,2788626986,Undirected,7340,1
516464106,273538402,Undirected,7433,1
516464106,20232903,Undirected,7584,1
516464106,155620461,Undirected,7592,1
516464106,37921477,Undirected,7654,1
516464106,2742056954,Undirected,7700,1
516464106,1635567745,Undirected,7742,1
516464106,301521704,Undirected,7755,1
516464106,19762524,Undirected,7792,1
516464106,168630392,Undirected,7852,1
516464106,239796110,Undirected,7948,1
516464106,316989623,Undirected,7953,1
516464106,44122009,Undirected,8019,1
516464106,155642429,Undirected,8092,1
516464106,318967677,Undirected,8095,1
516464106,1148332369,Undirected,8143,1
516464106,184329890,Undirected,8188,1
516464106,16143542,Undirected,8194,1
516464106,242923013,Undirected,8212,1
516464106,262230432,Undirected,8225,1
516464106,113355808,Undirected,8278,1
516464106,243794759,Undirected,8339,1
516464106,256569627,Undirected,8353,1
516464106,507534639,Undirected,8398,1
516464106,50003640,Undirected,8468,1
516464106,363176317,Undirected,8481,1
516464106,1186567051,Undirected,8483,1
516464106,69008563,Undirected,8537,1
516464106,221817464,Undirected,8545,1
516464106,301678233,Undirected,8608,1
516464106,83870452,Undirected,8648,1
516464106,556260847,Undirected,8674,1
516464106,229447010,Undirected,8714,1
516464106,16240253,Undirected,8787,1
516464106,87541152,Undirected,8818,1
516464106,147558951,Undirected,8860,1
516464106,142334370,Undirected,8891,1
516464106,142204481,Undirected,8929,1
516464106,309366491,Undirected,8957,1
516464106,229454266,Undirected,8965,1
516464106,101485496,Undirected,9056,1
353786894,516464106,Undirected,7074,1
537951506,516464106,Undirected,8740,1
353786894,1131131095,Undirected,8613,1
537951506,506269108,Undirected,8842,1
537951506,195199790,Undirected,7287,1
353786894,195199790,Undirected,7697,1
353786894,321021481,Undirected,7772,1
353786894,32453930,Undirected,6917,1
537951506,120088875,Undirected,7220,1
353786894,78030647,Undirected,7310,1
537951506,78030647,Undirected,8936,1
262230432,20232903,Undirected,6886,1
353786894,1143472657,Undirected,6484,1
537951506,1143472657,Undirected,8107,1
537951506,229447010,Undirected,6321,1
353786894,229447010,Undirected,7732,1
262230432,229447010,Undirected,8014,1
537951506,15603629,Undirected,7320,1
353786894,15603629,Undirected,8749,1
537951506,156606331,Undirected,7429,1
353786894,156606331,Undirected,8845,1
262230432,397306167,Undirected,8937,1
262230432,421957377,Undirected,8360,1
537951506,363176317,Undirected,6114,1
537951506,468551805,Undirected,9066,1
537951506,370056930,Undirected,7513,1
262230432,256569627,Undirected,7671,1
353786894,1464295423,Undirected,8832,1
537951506,1229481818,Undirected,7231,1
262230432,1229481818,Undirected,8941,1
353786894,41562632,Undirected,7598,1
353786894,63490735,Undirected,7036,1
537951506,63490735,Undirected,8713,1
537951506,69008563,Undirected,6177,1
537951506,83870452,Undirected,6265,1
537951506,556260847,Undirected,6285,1
537951506,950341134,Undirected,6325,1
537951506,16240253,Undirected,6407,1
537951506,87541152,Undirected,6442,1
537951506,21200516,Undirected,6518,1
537951506,142204481,Undirected,6554,1
537951506,353786894,Undirected,6560,1
537951506,229454266,Undirected,6593,1
537951506,45578562,Undirected,6648,1
537951506,17540485,Undirected,6651,1
537951506,108247668,Undirected,6715,1
537951506,19267015,Undirected,6782,1
537951506,53053378,Undirected,6921,1
537951506,89194184,Undirected,6995,1
537951506,245556939,Undirected,7063,1
537951506,1295511949,Undirected,7106,1
537951506,29774933,Undirected,7354,1
537951506,38485549,Undirected,7425,1
537951506,68674747,Undirected,7432,1
537951506,153060554,Undirected,7540,1
537951506,102789583,Undirected,7627,1
537951506,115044590,Undirected,7633,1
537951506,736341350,Undirected,7638,1
537951506,157055308,Undirected,7662,1
537951506,183310558,Undirected,7741,1
537951506,707494670,Undirected,7758,1
537951506,158487331,Undirected,7786,1
537951506,594802359,Undirected,7802,1
537951506,329686741,Undirected,7822,1
537951506,813286,Undirected,7829,1
537951506,102076372,Undirected,7877,1
537951506,1231506325,Undirected,7900,1
537951506,23575595,Undirected,7908,1
537951506,162840111,Undirected,7933,1
537951506,2788626986,Undirected,7995,1
537951506,2222976084,Undirected,8119,1
537951506,2277511217,Undirected,8232,1
537951506,478492840,Undirected,8301,1
537951506,2303406624,Undirected,8327,1
537951506,37921477,Undirected,8329,1
537951506,62873433,Undirected,8356,1
537951506,90636188,Undirected,8370,1
537951506,2742056954,Undirected,8371,1
537951506,295345685,Undirected,8373,1
537951506,1635567745,Undirected,8413,1
537951506,248655839,Undirected,8437,1
537951506,128155589,Undirected,8504,1
537951506,147558951,Undirected,8510,1
537951506,265618431,Undirected,8618,1
537951506,316989623,Undirected,8621,1
537951506,82322622,Undirected,8666,1
537951506,402784738,Undirected,8670,1
537951506,706563526530355200,Undirected,8688,1
537951506,318967677,Undirected,8781,1
537951506,1148332369,Undirected,8823,1
537951506,217461138,Undirected,8839,1
537951506,157932865,Undirected,8854,1
537951506,16143542,Undirected,8880,1
537951506,562953960,Undirected,8912,1
537951506,426488154,Undirected,8917,1
537951506,125832497,Undirected,8947,1
537951506,243794759,Undirected,9003,1
537951506,249186003,Undirected,9057,1
537951506,41785723,Undirected,9091,1
262230432,537951506,Undirected,8375,1
262230432,950341134,Undirected,8016,1
353786894,16240253,Undirected,7813,1
262230432,16240253,Undirected,8087,1
353786894,151123001,Undirected,8207,1
353786894,21396136,Undirected,7126,1
262230432,142334370,Undirected,8196,1
262230432,1295511949,Undirected,8827,1
353786894,1037633133523423232,Undirected,7040,1
353786894,19267015,Undirected,8209,1
353786894,207071479,Undirected,8404,1
353786894,556260847,Undirected,7686,1
353786894,17540485,Undirected,7047,1
353786894,2222976084,Undirected,6494,1
353786894,329686741,Undirected,6210,1
353786894,69008563,Undirected,7587,1
262230432,69008563,Undirected,7858,1
262230432,315373823,Undirected,6384,1
353786894,318967677,Undirected,7128,1
262230432,736341350,Undirected,6297,1
353786894,56672870,Undirected,6854,1
262230432,56672870,Undirected,7131,1
262230432,23575595,Undirected,6566,1
353786894,23575595,Undirected,8326,1
262230432,68674747,Undirected,6073,1
353786894,68674747,Undirected,8847,1
353786894,56652148,Undirected,8609,1
262230432,115044590,Undirected,6287,1
262230432,2827589488,Undirected,6849,1
262230432,478492840,Undirected,6928,1
262230432,2742056954,Undirected,7001,1
262230432,344634424,Undirected,7025,1
262230432,168630392,Undirected,7172,1
262230432,316989623,Undirected,7261,1
262230432,562953960,Undirected,7564,1
262230432,243794759,Undirected,7647,1
262230432,249186003,Undirected,7720,1
262230432,80324287,Undirected,7905,1
262230432,301678233,Undirected,7929,1
262230432,87541152,Undirected,8125,1
262230432,45578562,Undirected,8347,1
262230432,108247668,Undirected,8420,1
262230432,2650413864,Undirected,8731,1
353786894,262230432,Undirected,7257,1
353786894,217461138,Undirected,7189,1
353786894,157055308,Undirected,9072,1
353786894,53053378,Undirected,7387,1
353786894,265618431,Undirected,6968,1
353786894,3143321146,Undirected,7331,1
353786894,108247668,Undirected,7127,1
353786894,21200516,Undirected,7934,1
353786894,37921477,Undirected,6686,1
353786894,157932865,Undirected,7196,1
353786894,80324287,Undirected,7630,1
353786894,16143542,Undirected,6239,1
353786894,183310558,Undirected,6131,1
353786894,14872237,Undirected,6683,1
353786894,87541152,Undirected,7838,1
353786894,162840111,Undirected,6312,1
353786894,31401945,Undirected,6824,1
353786894,23746926,Undirected,7285,1
353786894,111280097,Undirected,6296,1
353786894,57099808,Undirected,8269,1
353786894,379207068,Undirected,8412,1
353786894,29774933,Undirected,8769,1
353786894,101485496,Undirected,8091,1
353786894,83870452,Undirected,6671,1
353786894,89194184,Undirected,8434,1
353786894,249186003,Undirected,7450,1
353786894,501836993,Undirected,7839,1
353786894,402784738,Undirected,7000,1
353786894,594802359,Undirected,6190,1
353786894,386420143,Undirected,6551,1
353786894,62873433,Undirected,6719,1
353786894,1635567745,Undirected,6775,1
353786894,82322622,Undirected,6998,1
353786894,125832497,Undirected,7330,1
353786894,41785723,Undirected,7471,1
353786894,45578562,Undirected,8062,1
353786894,75517951,Undirected,8319,1
353786894,344634424,Undirected,8835,1
353786894,316989623,Undirected,9031,1
353786894,115044590,Undirected,9040,1
